id,nct_id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
93091240,NCT06001346,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,False,False,True,True
93091241,NCT03290443,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091242,NCT04049708,,,COHORT,,PROSPECTIVE,,,,,,,
93091243,NCT00989001,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091244,NCT02919644,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091245,NCT00657540,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091246,NCT05020509,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93091247,NCT03726489,RANDOMIZED,PARALLEL,,OTHER,,NONE,,"Pragmatic, randomized, active comparator effectiveness study",,,,
93091248,NCT02655029,,,COHORT,,PROSPECTIVE,,,,,,,
93091249,NCT03908333,NA,SINGLE_GROUP,,TREATMENT,,NONE,,Ascorbic Acid Paclitaxel Protein Bound Cisplatin Gemcitabine,,,,
93091250,NCT01067378,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,SINGLE,,,True,False,False,False
93091251,NCT03714178,NA,SINGLE_GROUP,,TREATMENT,,NONE,,Patients undergoing catheter ablation of paroxysmal atrial fibrillation and meeting all protocol inclusion/exclusion criteria will be treated with the FARAPULSE Endocardial Ablation System.,,,,
93091252,NCT00468026,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091253,NCT00509184,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091254,NCT03296917,RANDOMIZED,PARALLEL,,PREVENTION,,TRIPLE,,,True,True,True,False
93091255,NCT03909893,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091256,NCT00242671,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,,,,
93091257,NCT06208553,NA,SINGLE_GROUP,,HEALTH_SERVICES_RESEARCH,,NONE,Patient and clinician outcome measures are self-reported and therefore not blinded to study phase. Chart auditors will not be blinded to study phase.,Single phase (step) of larger stepped-wedge cluster randomized trial design in which 3-month baseline period serves as pre-test after which implementation intervention is introduced (intervention phase) and then post-test data collected (similar to time series design).,,,,
93091258,NCT02134223,RANDOMIZED,CROSSOVER,,OTHER,,SINGLE,,,False,False,False,True
93091259,NCT04781010,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091260,NCT04985929,RANDOMIZED,CROSSOVER,,BASIC_SCIENCE,,TRIPLE,"Double-blind, placebo-controlled","Randomized, double-blind, placebo-controlled cross-over design",True,True,True,False
93091261,NCT03684863,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091262,NCT01077635,,,COHORT,,PROSPECTIVE,,,,,,,
93091263,NCT05979740,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091264,NCT00178477,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091265,NCT01198197,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091266,NCT01466608,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091267,NCT05681650,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091268,NCT05750251,,,OTHER,,PROSPECTIVE,,,,,,,
93091269,NCT02043938,NA,SINGLE_GROUP,,OTHER,,NONE,,,,,,
93091270,NCT02724358,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091271,NCT04507607,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93091272,NCT04718623,,,COHORT,,PROSPECTIVE,,,,,,,
93091273,NCT03202407,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,single blinded,parallel group,True,False,False,False
93091274,NCT02810613,,,OTHER,,OTHER,,,,,,,
93091275,NCT02339311,,,COHORT,,PROSPECTIVE,,,,,,,
93091276,NCT01107951,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091277,NCT06000124,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,All subjects were randomly assigned to either the control or experimental group to receive their respective exercise programs. The outcomes assessor was blinded to the group allocation of each participant during baseline and post-intervention assessments. No group assignment information was provided to the care providers.,"The experimental group underwent plyometric training three times a week, performing three rounds each session, for a total intervention period of 10 weeks. The control group, on the other hand, engaged in regular exercises during the same intervention period. Before and after the training program, both groups underwent assessments to evaluate their balance abilities, which included the 30-second sit-to-stand test, time up and go test (TUG), functional reach test (FRT), and lower extremity explosiveness test.",False,True,False,True
93091278,NCT03200119,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93116906,NCT05637060,RANDOMIZED,CROSSOVER,,OTHER,,NONE,Only Analysts will be kept blind,"A single center, open label, randomized, single-dose, two period, two-way, cross-over study. Subjects will receive one single dose per treatment period separated by a wash-out period of 7 days.",,,,
93116907,NCT04215965,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93307328,NCT04088929,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307329,NCT04237285,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,SINGLE,,,False,False,False,True
93307330,NCT03376750,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,three-arm randomized control trail (RCT) including pre/post intervention and follow-up,False,False,True,True
93307331,NCT01502592,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93307332,NCT04610411,RANDOMIZED,SEQUENTIAL,,TREATMENT,,SINGLE,,,True,False,False,False
93091279,NCT05583487,NON_RANDOMIZED,SINGLE_GROUP,,OTHER,,SINGLE,All teams will be asked to progressively mobilize the ventilated neurosurgery patient they are assigned to during the shift. Each team will be blinded to whether or not they will be utilizing the nurse-led mobility protocol or standard mobility procedures until arrival at the patient's room during the assigned mobility time.,"This study will consist of a quasi-experimental research design to examine causality between two or more variables by comparing groups following an intervention. Although the intervention itself will be randomly assigned/administered to each of the multidisciplinary groups for this proposed research study, true randomization of participants cannot be achieved. This is primarily due to each patient having a pre-assigned multidisciplinary care team for each shift. Changing this patient assignment would compromise patient safety while interfering with continuity of care and workflow, which hospital units strive to achieve. By applying the purpose and elements of a quasi-experimental approach to this proposed research study, researchers can determine if an intervention/active independent variable consisting of a nurse-led mobility protocol, has an effect on the outcome measure of teamwork perceptions , which will serve as dependent variables.",False,True,False,False
93414945,NCT01205464,RANDOMIZED,CROSSOVER,,BASIC_SCIENCE,,TRIPLE,,,True,True,True,False
93414946,NCT05829018,NON_RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,SINGLE,,Cross-sectional study,True,False,False,False
93091280,NCT02271698,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091281,NCT05297877,RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93091282,NCT01458639,NON_RANDOMIZED,CROSSOVER,,DIAGNOSTIC,,SINGLE,,,False,False,False,True
93091283,NCT01038141,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091284,NCT05182788,RANDOMIZED,PARALLEL,,OTHER,,DOUBLE,,,True,False,True,False
93091285,NCT00301795,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091286,NCT01169129,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091287,NCT02870998,NON_RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93091288,NCT03779542,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93091289,NCT03900507,,,COHORT,,PROSPECTIVE,,,,,,,
93091290,NCT00317993,RANDOMIZED,PARALLEL,,DIAGNOSTIC,,DOUBLE,,,,,,
93091291,NCT06527170,,,COHORT,,PROSPECTIVE,,,,,,,
93091292,NCT02230735,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,DOUBLE,,,True,False,True,False
93091293,NCT01906333,RANDOMIZED,CROSSOVER,,,,NONE,,,,,,
93091294,NCT06118437,,,OTHER,,PROSPECTIVE,,,,,,,
93091295,NCT01149317,NON_RANDOMIZED,SINGLE_GROUP,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93091296,NCT01262807,RANDOMIZED,SINGLE_GROUP,,PREVENTION,,SINGLE,,,False,False,False,True
93091297,NCT01222013,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091298,NCT04458506,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091299,NCT01582815,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091300,NCT06181526,RANDOMIZED,SEQUENTIAL,,TREATMENT,,DOUBLE,,"In this study, a dose-escalation clinical trial is conducted to explore the maximum tolerated dose, and three dose groups are set: 0.5 μg/kg, 1 μg/kg, and 2 μg/kg, with 3 cases in the initial dose group and placebo group, and 6 cases in the follow-up dose group, with a total of 24 subjects.",True,False,True,False
93091301,NCT05524467,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93091302,NCT00866177,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091303,NCT05161897,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091304,NCT05852834,,,OTHER,,CROSS_SECTIONAL,,,,,,,
93091305,NCT03798106,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091306,NCT04622111,RANDOMIZED,SEQUENTIAL,,TREATMENT,,DOUBLE,Only PART B will be double-blind,,True,False,True,False
93091307,NCT06381804,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091308,NCT04072926,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,Each of the two main groups are divided to two subgroups.,True,False,False,False
93091309,NCT03921749,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,"group A : focused shock wave, group B: focused shock wave",True,False,True,True
93091310,NCT03549975,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091311,NCT02745197,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,QUADRUPLE,,,True,True,True,True
93091312,NCT05101447,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091313,NCT03092583,NON_RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,NONE,,,,,,
93091314,NCT06019624,NON_RANDOMIZED,SEQUENTIAL,,PREVENTION,,NONE,,,,,,
93091315,NCT01793428,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091316,NCT06528366,RANDOMIZED,CROSSOVER,,TREATMENT,,DOUBLE,"The research includes the responsible researcher, assistant and collaborator. The Collaborating Researcher is responsible for applying the technique to the patient not knowing which stimulus will be true or sham. He must apply the research tools and fill out de forms. The Collaborating Researcher should alert the Main Researcher and Assistant Research if regards signs or symptoms in patient resulting adverse effects.

In this way, the patient and the Collaborating Researcher are blinding.","Crossover Study Experimental Group Hospital phase (Group 1): Patients will receive 3mA current for 20 minutes with anodal stimulation through HD-tDCS (4x1) with 5 sessions on 5 consecutive days and before the surgical procedure.

Control Group (2) Sham: Patients receive the simulated HD-tDCS anodic current (4x1) with 3mA that accelerates for 30 seconds and decelerates for another 30 seconds, 5 sessions on 5 consecutive days and before the surgical procedure .

Washout period - surgery and recovery for discharge (on average 15 days). Experimental Group Outpatient phase (Group 1) - active for Chlorella pyrenoidosa - consume 10 tablets per day of Chlorella p for 30 days. (5g/day) and must return within 30 days for evaluation.

Control Group 2 - will not consumption of Chlorella pyrenoidosa and must return within 30 days for evaluation.",True,True,False,False
93091317,NCT02220257,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091318,NCT02834481,NA,SINGLE_GROUP,,SUPPORTIVE_CARE,,NONE,,,,,,
93091319,NCT03917849,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091320,NCT00143910,,,COHORT,,PROSPECTIVE,,,,,,,
93091321,NCT05011227,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091322,NCT04059549,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
93307333,NCT00267098,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93307334,NCT02768350,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93091323,NCT04676295,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091324,NCT01754974,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091325,NCT02663011,,,CASE_ONLY,,RETROSPECTIVE,,,,,,,
93091326,NCT00611689,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091327,NCT00003239,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091328,NCT02678351,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091329,NCT05354908,,,CASE_ONLY,,CROSS_SECTIONAL,,,,,,,
93091330,NCT03195816,RANDOMIZED,PARALLEL,,PREVENTION,,DOUBLE,,Comparison between experimental group and control group.,True,False,False,True
93091331,NCT02707068,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091332,NCT00741052,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091333,NCT01919229,RANDOMIZED,PARALLEL,,,,NONE,,,,,,
93091334,NCT04509700,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091335,NCT03242629,RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93091336,NCT01011673,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091337,NCT05513352,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,TRIPLE,single-blind,"Experiment 1:

* between-subject design
* 3x4 = 3(hearing group) x 4(condition)
* Masking: Single (Participant)
* Masking Description: single-blind

Experiment 2:

* between-subject design
* 3x4 = 3(hearing group) x 4(condition)
* Masking: Single (Participant)
* Masking Description: single-blind

Experiment 3:

* between-subject design
* 3x2x2x4 = 3(hearing group) x 2 (stimulation) x 2(timepoint) x 4(condition)
* Masking: Double (Participant, investigator)
* Masking Description: double-blind

Experiment 4:

* between-subject design
* 3x2x2x4 = 3(hearing group) x 2 (stimulation) x 2(timepoint) x 4(condition)
* Masking: Double (Participant, investigator)
* Masking Description: double-blind

Experiment 5:

* within-subject design
* 2x2x4 = 2 (training) x 2(timepoint) x 4(condition)
* Masking: Double (Participant, investigator)
* Masking Description: double-blind

Primary Purpose: Basic Science",True,True,False,True
93091338,NCT05553795,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,Randomized controlled multicentric trial,,,,
93091339,NCT00420576,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,,True,False,True,True
93091340,NCT03225235,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091341,NCT03168620,RANDOMIZED,PARALLEL,,DIAGNOSTIC,,SINGLE,,,False,False,False,True
93091342,NCT06021639,RANDOMIZED,PARALLEL,,DIAGNOSTIC,,SINGLE,Randomization will be planned 1 to 1 according to the order of application. Randomization will be planned by the endoscopy nurse in the endoscopy unit and will not be known to the endoscopist who will perform the procedure.,"Clear diet group (72 patients) 250 ml Sennozit A+B calcium (half dose is taken orally at 17.00 on the day before the procedure and the other half at 19.00 will be consumed. Enema 210 cc (Monobasic sodium phosphate 28.5 g. Dibasic sodium phosphate 10.5 g.) The procedure is rectal at 07.00 in the morning. will be used as Routine feeding of the patient up to the last 24 hours before the procedure. The last 24 hours will consume clear diet.

Low fiber diet group (72 patients) 250 ml Sennozit A+B calcium (half dose is taken orally at 17.00 on the day before the procedure and the other half at 19.00 will be consumed. Enema 210 cc (Monobasic sodium phosphate 28.5 g. Dibasic sodium phosphate 10.5 g.) The procedure is rectal at 07.00 in the morning. will be used as Routine feeding of the patient up to the last 24 hours before the procedure. He/she will consume low fiber food in the last 24 hours.",False,False,True,False
93091343,NCT04486235,RANDOMIZED,PARALLEL,,OTHER,,NONE,The condition of the participant is revealed after the participant completes the consent form and screening questionnaire and is deemed eligible.,"Randomization is stratified. On the screening form, participants indicate whether or not they plan to speak with their physician about their weight in their appointment. Randomization is stratified by if if the participant indicates that they plan to speak about weight or not.",,,,
93091344,NCT05591092,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93091345,NCT05543954,NON_RANDOMIZED,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091346,NCT00626275,RANDOMIZED,CROSSOVER,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091347,NCT01998022,,,,,PROSPECTIVE,,,,,,,
93091348,NCT04916574,NON_RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091349,NCT06020157,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091350,NCT02052804,,,COHORT,,PROSPECTIVE,,,,,,,
93091351,NCT03563820,,,COHORT,,PROSPECTIVE,,,,,,,
93091352,NCT00531258,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93091353,NCT04283071,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93091354,NCT05534074,,,COHORT,,OTHER,,,,,,,
93091355,NCT00898963,,,OTHER,,RETROSPECTIVE,,,,,,,
93091356,NCT03507036,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091357,NCT00468299,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091358,NCT01562080,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091359,NCT02604381,RANDOMIZED,PARALLEL,,OTHER,,TRIPLE,,,True,False,True,True
93091360,NCT03833739,RANDOMIZED,PARALLEL,,TREATMENT,,,,Randomized clinical trial,,,,
93091361,NCT00504088,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091362,NCT01092728,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091363,NCT01788566,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091364,NCT04748666,RANDOMIZED,FACTORIAL,,TREATMENT,,NONE,,"The investigators will compare a) care partner emotional symptom (depression) change and b) caregiver burden change from baseline to 6-months post-baseline, to assessed long-term effects of PST and booster sessions several months beyond completion of the training. The investigators will also measure secondary care partner outcomes, including caregiver self-efficacy, positive aspects of caregiving, and alcohol use. Finally, the investigators will assess care partners' satisfaction, confidence using the PST strategy, and engagement across all conditions.",,,,
93091365,NCT04053608,,,COHORT,,PROSPECTIVE,,,,,,,
93091366,NCT01544426,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93091367,NCT00370123,,,COHORT,,PROSPECTIVE,,,,,,,
93091368,NCT00329888,,,DEFINED_POPULATION,,OTHER,,,,,,,
93091369,NCT01527968,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091370,NCT04139226,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414947,NCT03031613,RANDOMIZED,PARALLEL,,PREVENTION,,TRIPLE,,,True,True,False,True
93414948,NCT03051906,NA,SINGLE_GROUP,,TREATMENT,,NONE,Open label,,,,,
93414949,NCT03672136,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93414950,NCT02114736,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93414951,NCT00627913,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93414952,NCT00957736,,,CASE_ONLY,,RETROSPECTIVE,,,,,,,
93414953,NCT02563964,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93307335,NCT02580747,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091371,NCT00339586,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307336,NCT05196971,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93307337,NCT05834868,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93307338,NCT02777645,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93087027,NCT00190723,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087028,NCT02067936,RANDOMIZED,PARALLEL,,,,TRIPLE,,,True,True,True,False
93091372,NCT05973734,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,All patients are planned to receive an islet transplantation. The patients will also receive either Arm 1) recipient T regulatory cell infusion or arm 2) same donor vertebral body derived bone marrow cell infusion. Attribution to either arm will be based on the availability of either cell product in specific cases.,,,,
93091373,NCT02643459,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091374,NCT04392726,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93091375,NCT05022186,RANDOMIZED,CROSSOVER,,TREATMENT,,TRIPLE,,,False,True,True,True
93091376,NCT02232217,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091377,NCT04370158,,,COHORT,,PROSPECTIVE,,,,,,,
93091378,NCT00764439,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091379,NCT04761978,,,COHORT,,RETROSPECTIVE,,,,,,,
93091380,NCT02489071,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,SINGLE,,,False,False,False,True
93091381,NCT04959747,RANDOMIZED,CROSSOVER,,TREATMENT,,SINGLE,"Subjects of both groups will be randomly assigned into 2 groups, the acupuncture group or the control (sham) acupuncture group with 1:1 ratio. For randomization, simple, complete non-sequential random numbers will be generated in advance by a computer program in a block of four, and kept by the principal investigator. After a patient's eligibility is confirmed, a randomization number which corresponds to the group allocation will be provided to the acupuncturist by the PI. This arrangement will ensure that the clinical assessor and participants are blinded to the allocation.","single blinded, randomized sham controlled, cross-over clinical trial",True,False,False,False
93091382,NCT03075618,,,COHORT,,PROSPECTIVE,,,,,,,
93091383,NCT00721396,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091384,NCT03170726,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091385,NCT00371592,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,True,False,False
93091386,NCT02633670,RANDOMIZED,FACTORIAL,,TREATMENT,,SINGLE,,,True,False,False,False
93091387,NCT00744926,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93091388,NCT04827108,,,OTHER,,CROSS_SECTIONAL,,,,,,,
93091389,NCT01473290,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,DOUBLE,,,,,,
93091390,NCT06461663,NA,SINGLE_GROUP,,TREATMENT,,NONE,,All subjects will undergo breast conserving surgery with the BCL.,,,,
93091391,NCT04079426,,,OTHER,,PROSPECTIVE,,,,,,,
93091392,NCT06150950,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,"At enrollment, participants will be randomized in a 1:1 ratio to cardiac rehabilitation or usual care using randomly permuted blocks of 2, 4, and 6. The randomization will be stratified by study site and time from Fontan palliation.",,,,
93091393,NCT03167333,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091394,NCT03178383,RANDOMIZED,PARALLEL,,PREVENTION,,SINGLE,,,True,False,False,False
93091395,NCT05262257,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93091396,NCT05003037,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091397,NCT02749539,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93091398,NCT04647201,,,COHORT,,RETROSPECTIVE,,,,,,,
93091399,NCT02696265,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091400,NCT02867735,NA,SEQUENTIAL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091401,NCT02464618,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93091402,NCT04731389,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93091403,NCT01338337,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091404,NCT03775798,,,COHORT,,PROSPECTIVE,,,,,,,
93091405,NCT05505448,RANDOMIZED,SEQUENTIAL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091406,NCT01658748,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091407,NCT04107714,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091408,NCT02414308,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087029,NCT05984043,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93087030,NCT01522300,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93087031,NCT01819155,RANDOMIZED,PARALLEL,,PREVENTION,,QUADRUPLE,,,True,True,True,True
93087032,NCT00821496,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93087033,NCT05370131,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,DOUBLE,,,False,False,True,True
93091409,NCT02166892,NON_RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091410,NCT01933308,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,SINGLE,,,False,False,False,True
93091411,NCT05706311,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,This is a type-1 cluster 2-arm randomized trial. Randomization will take place at the pharmacy level and will be stratified by zip code level of poverty and pharmacy patient volume.,,,,
93091412,NCT02789059,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091413,NCT06063863,NA,SINGLE_GROUP,,DIAGNOSTIC,,NONE,,,,,,
93091414,NCT03867422,,,COHORT,,PROSPECTIVE,,,,,,,
93091415,NCT00230646,RANDOMIZED,PARALLEL,,,,SINGLE,,,False,False,False,True
93091416,NCT02838108,,,COHORT,,PROSPECTIVE,,,,,,,
93091417,NCT00169663,,,COHORT,,RETROSPECTIVE,,,,,,,
93091418,NCT03223402,NA,SINGLE_GROUP,,TREATMENT,,NONE,,"Pilot study, one arm. We do not evaluate a specific drug. It is an Evaluation of a combination with just two instead of three drugs for the Treatment of HIV",,,,
93091419,NCT01021735,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091420,NCT00586859,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091421,NCT06350188,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,False,False,True,True
93307339,NCT02830282,,,COHORT,,PROSPECTIVE,,,,,,,
93307340,NCT06119152,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93307341,NCT02802397,NON_RANDOMIZED,PARALLEL,,OTHER,,NONE,,,,,,
93307342,NCT00501683,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307343,NCT05735665,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,NONE,,,,,,
