id,nct_id,intervention_type,name,description
159217168,NCT03158792,DRUG,Enoxaparin 20Mg/0.2mL Prefilled Syringe,Enoxaparin 20mg subcutaneously once daily
159217169,NCT03158792,DRUG,Enoxaparin 60Mg/0.6Ml Inj Syringe 0.6Ml,Enoxaparin 30mg subcutaneously once daily. Half of the graduated 60Mg/0.6Ml Inj Syringe is administered
159217170,NCT00105053,BIOLOGICAL,HyperAcute-Prostate Cancer Vaccine,"Before enrollment in the Phase I and Phase II- Arm A studies, the patient must be determined to have measurable disease with biopsies on first recurrence or bone metastases. In the Phase II- Arm B study, patients will be men with non-measurable progressive disease as evidenced by elevated PSA only. Cells will be injected intradermally every two weeks for 12 cycles on a prime-boost regimen. Dosage will vary from 30 million to 500 million HAP cells."
159217171,NCT04293627,BEHAVIORAL,ATTAIN,ATTAIN is an 8-step model to identify co-occurring mental health conditions and facilitate linkage to mental health services for youth with an existing autism spectrum disorder diagnosis.
159217172,NCT00597337,BEHAVIORAL,FearNot,Behavioral: Three sessions of FearNot!v.2.0 software interaction over a three-week period (each session lasting approximately 30 minutes)
159217173,NCT00785616,OTHER,MEMS cap monitoring,Electronic monitoring of medication adherence using MEMS caps
159585706,NCT02039726,DRUG,Quizartinib,20 or 30 mg quizartinib tablets administered orally once daily
159217174,NCT00785616,OTHER,MEMS cap monitoring,Adherence to antiretroviral medications will be measured using electronic bottle caps (MEMS caps) that record the time signature of each bottle opening.
159585707,NCT02039726,DRUG,Salvage Chemotherapy,"Low dose cytarabine (LoDAC); mitoxantrone, etoposide, and intermediate-dose cytarabine (MEC); or fludarabine, cytarabine, and granulocyte colony stimulating factor (G-CSF) with idarubicin (FLAG-IDA) administered during 28-day cycles"
159217175,NCT00785616,OTHER,MEMS cap monitoring,Adherence to antiretroviral medications will be measured using electronic bottle caps (MEMS caps) that record the time/date signature of each bottle opening.
159217176,NCT05334810,DRUG,DP303c,"DP303c injection, 3.0 mg/kg, every 3 weeks."
159217177,NCT03446261,DRUG,Rosuvamibe® Tab,Rosuvastatin 5mg/ezetimibe 10mg qd for 8 weeks
159217178,NCT03446261,DRUG,Monorova® Tab,Rosuvastatin 10mg qd for 8 weeks
159217179,NCT03239665,BEHAVIORAL,Pharmacist-led Intervention (PHARM),60 minute didactic lecture about vaccinations.
159217180,NCT03239665,BEHAVIORAL,Peer-led Intervention (PEER),60 minute peer led small group intervention including skits and other educational material
159217181,NCT05084729,DEVICE,Imagio OA/US,Imagio optoacoustic
159217182,NCT05155462,OTHER,One or two phone call,Phone call to collect patient data
159585708,NCT04100629,BEHAVIORAL,digital support: text messages,"In this study, the text messages are intended to be one-directional, from the PI to the participant. Participants are not expected to reply. If participants reply to any of the text messages, the PI will screen the content and only reply if it is a question regarding the study or a request to seek counseling. Additionally, participants will be instructed by the PI to access their Smartphones to read texts while on a break, after their shift, or when not at work; participants will be instructed to not use Smartphones to read texts while working. A series of four text messages will be sent to all study participants (experimental and control groups) by the PI every Monday, Wednesday, Friday, and Saturday (M, W, F, S) at 1pm for six weeks, for a total of 24 different texts for each group."
159217183,NCT03255330,DRUG,Gabapentin,Gabapentin will be given approximately 3 months until no chronic neuropathic pain is present
159217184,NCT03255330,DRUG,Metamizol,Standardized treatment
159217185,NCT03255330,DRUG,Tramadol,Standardized treatment
159217186,NCT01782001,DIETARY_SUPPLEMENT,vitamin A,vitamin A with placebo
159217187,NCT01782001,DIETARY_SUPPLEMENT,vitamin A and zinc,combination of vitamin A and zinc supplements
159585709,NCT03336255,BEHAVIORAL,South Asian Healthy Lifestyle Initiative (SAHELI),Culturally tailored lifestyle intervention for South Asians.
159585710,NCT02460497,DRUG,Treatment: Minoxidil 2% / Botanical Hair Solution for Women,
159217188,NCT04200040,BIOLOGICAL,OrienX010 injection,"OrienX010 to be used in this study have been developed and manufactured by OrienGene Biotechnology Ltd.

Dacarbazine to be used in this study was manufactured by Sinopharm A-Think Pharmaceutical Co., Ltd."
159217189,NCT04200040,DRUG,Dacarbazine (DTIC),"Dacarbazine to be used in this study was manufactured by Sinopharm A-Think Pharmaceutical Co., Ltd."
159217190,NCT01358279,PROCEDURE,transcranial direct current stimulation,A constant current of 2 mA intensity applied for 20 min over C3 or C4
159585711,NCT03679156,DEVICE,OCT,"Patients were recruited, visual acuity and optical coherence tomography Pictures were taken"
159585712,NCT04042740,DRUG,Glecaprevir/Pibrentasvir (G/P),Fixed-dose combination (FDC) tablets containing 100 mg of glecaprevir and 40 mg of pibrentasvir; administered as 3 tablets orally.
159585713,NCT03846739,DRUG,Oxytocin nasal spray,"Intranasal administration, 6, 12, or 24 international units (IU) oxytocin."
159585714,NCT03846739,DRUG,Placebo,The placebo nasal sprays contain identical ingredients except for the peptide itself.
159585715,NCT03538353,OTHER,pain education video,The video was made for the DOD and VHA to educate their soldiers and veterans about chronic pain.
159585716,NCT05320562,PROCEDURE,Kinesio taping,"Additionally, they received kinesio taping application for 7 days. Blue color kinesio tape (manufactured by ""Theraband®"", USA) was used. Kinesio taping was done by experienced physiotherapist with 5 years of experience. Two Y shape bands were applied for lymphatic taping and to improve anterior upper leg muscle function (lymphatic correction and muscle correction techniques were integrated together).

Then two I shape bands (75-100% tension) were applied above the patella tendon and medial/lateral collateral ligaments in order to improve mechanoreceptor stimulation, proprioception and knee stability."
159585717,NCT05320562,PROCEDURE,Sham taping,"Additionally, they received sham (placebo) taping: usual white patch was applied to the painful knee for 7 days. The technique of taping used was the same as in kinesiotaping group, but without stretching."
159585718,NCT05170425,DEVICE,Prospera,"Prospera™ detects allograft rejection noninvasively and with high accuracy by measuring the fraction of donor derived cell-free DNA (dd-cfDNA) in the patient's blood, without the need for prior donor or recipient genotyping.

Prospera is a commercially available Laboratory Developed Test (LDT) certified under the Clinical Laboratory Improvement Amendments (CLIA). This test has not been cleared or approved by the U.S. Food and Drug Administration (FDA)."
159585719,NCT05934162,BEHAVIORAL,Therapist-supported internet-delivered prolonged exposure,10 weeks of therapist-supported internet-delivered prolonged exposure
159585720,NCT05934162,BEHAVIORAL,Therapist-supported internet-delivered CBT,10 weeks of therapist-supported internet-delivered CBT
159585721,NCT00613444,DEVICE,LumaCare LC-122M non-coherent light source,"Subjects will receive a series of up to 6 treatment sessions with a treatment interval of from approximately 1 to 4 weeks. In all cases, light treatment parameters will be within the guidelines normally used clinically for red-light non-coherrent light sources, and thus fluences used will not exceed 75 J/cm2."
159585722,NCT01009892,DRUG,Codeine Sulfate,Tablet
159217191,NCT05778643,BEHAVIORAL,TaKeTiNa music therapy,"TaKeTiNa music therapy uses a group to perform music together. Each member of the group is needed for the synchronization of the whole group. The group actively makes Music with hands, feet, and the voice. At the same time, the therapist frequently introduces new elements into the process and challenges the group in this playful manner. Through this, patients consistently report an increase in mindful awareness and an alleviation of many depressive symptoms, although these effects have not been shown in controlled studies yet."
159217192,NCT05023824,DRUG,alpha-blocker or 5-ARI withdrawal,Withdrawal of either alpha-blocker or 5-ARI
159217193,NCT05023824,DRUG,Maintenance of alpha-blocker and 5-ARI,Maintenance of alpha-blocker and 5-ARI
159217194,NCT01373307,BEHAVIORAL,LHA-delivered energy balance classes/activities,"4-6 sessions delivered by local LHA to age-appropriate groups (i.e., children/adolescents and adults), based on We Can! And Media Smart Youth curricula."
159217195,NCT01813045,PROCEDURE,Cardiac MRI scan,Cardiac MRI scan with assessment of late gadolinium enhancement and T1 mapping.
159217196,NCT01813045,RADIATION,CT-PET scan,Computed Tomography / Positron Emission Tomography scan with 18F-fluciclatide tracer.
159217197,NCT01813045,RADIATION,CT-coronary angiogram,CT-coronary angiogram following CT-PET scan. Standard protocol.
159217198,NCT01986777,DRUG,lisdexamfetamine,
159217199,NCT01986777,DRUG,Placebo,The placebo capsules will be filled with lactose.
159217200,NCT01112683,DRUG,Memantine,"The drug dosage will follow memantine's standard titration schedule (i.e., 5 mg/d week one, 5 mg/BID week two, 5 \& 10 mg/d divided dose week three, 10mg/BID week four)."
159585723,NCT02500667,DRUG,N91115,200 mg BID
159585724,NCT02500667,DRUG,Rifampin,600 mg QD
159032352,NCT04861298,DRUG,standard of care for COVID-19 as per the hospital guidelines,Hospital standard of care treatment for COVID-19
159032353,NCT04861298,DIETARY_SUPPLEMENT,Quercetin Phytosome (QP),Daily dose of 600 mg of Quercetin for 1st week and then 400 mg for the 2nd week
159217201,NCT01112683,DRUG,Placebo,These are identically-looking pills to those in the Memantine Arm.
159217202,NCT01686802,DRUG,oral morphine,
159217203,NCT01686802,DRUG,Ibuprofen,
159217204,NCT02129777,DRUG,Namilumab,Namilumab subcutaneous injection
159217205,NCT02129777,DRUG,Placebo,Placebo subcutaneous injection
159217206,NCT01592656,RADIATION,Functional Respiratory Imaging,"CT-scan of thorax. At baseline, after 1 month and after 6 months."
159217207,NCT01592656,OTHER,Lung compliance measurement,At baseline
159217208,NCT01592656,DEVICE,Non-invasive ventilation (Respironics),"Long-term non-invasive ventilation, starting at baseline until 6 months. At baseline the patients should have persisting hypercapnia (pCO2 \> 45 mmHg) under optimal conservative treatment other than NIV. The patients can be hospitalised or being treated at home at inclusion."
159217209,NCT01931709,RADIATION,fludeoxyglucose F 18,Undergo FDG PET
159217210,NCT01931709,DEVICE,positron emission tomography,Undergo FDG PET
159217211,NCT01931709,DEVICE,dynamic contrast-enhanced magnetic resonance imaging,Undergo DCE-MRI
159217212,NCT01931709,OTHER,laboratory biomarker analysis,Correlative studies
159217213,NCT01537107,DRUG,vismodegib,Given PO
159217214,NCT01537107,DRUG,sirolimus,Given PO
159217215,NCT01537107,PROCEDURE,positron emission tomography,Correlative studies
159217216,NCT01537107,PROCEDURE,computed tomography,Correlative studies
159217217,NCT01537107,OTHER,pharmacological study,Correlative studies
159217218,NCT01537107,OTHER,laboratory biomarker analysis,Correlative studies
159217219,NCT01537107,RADIATION,fludeoxyglucose F 18,Correlative studies
159217220,NCT01007682,OTHER,Show distressing movie and tell half of the two study groups to suppress memories of the movie,"A distressing movie is presented to two groups (one group with high and one group with low working memory capacity). For each of the two groups, half of the participants are instructed to suppress thoughts of the movies after viewing it, while the remaining participants are instructed to allow the occurrence of memories of the movie."
159217221,NCT02067052,PROCEDURE,"Surgery, radiotherapy and chemotherapy","Surgery: vulvectomy and lymphadenectomy Radiotherapy: 180 cGy / day per 5 days untill maximum dose 4500 - 5940 cGy Chemotherapy: vulvectomy, lymphadenectomy"
159217222,NCT02067052,PROCEDURE,Surgery,Vulvectomy \& lymphadenectomy
159217223,NCT03232125,DRUG,Ramosetron,Randomly selected patients of the ramoseton group are given a 0.3 mg of ramosetron after induction.
159217224,NCT03232125,DRUG,Normal saline,"In contrast, patients in the control group are given the same volume of normal saline after induction and given a 0.3 mg of ramosetron after measurement of QTc interval."
159217225,NCT04381988,DRUG,Hydroxychloroquine,400mg daily
159217226,NCT04381988,OTHER,Placebo,400mg daily
159217227,NCT04381988,RADIATION,Radiation therapy,Standard radiation therapy will be prescribed and administered as per the patient's radiation oncologist.
159217228,NCT03363425,DRUG,Lidocaine Iv,Lidocaine Iv
159769487,NCT04978454,BIOLOGICAL,Influenza RG-A/Texas/71/2017 (H3N2) Challenge,RG-A/Texas/71/2017 (H3N2) is an infectious influenza virus and requires handling at BioSafety Level 2. The challenge virus will be administered intranasally in a volume of approximately 0.5 mL per nostril. Intranasal challenge will be carried out using the Intranasal Mucosal Atomization ( MAD Nasa(TM)) Device attached to a 1 mL syringe.
159585725,NCT02645929,BEHAVIORAL,Interpersonal Psychotherapy (IPT),IPT is a 14 week psychotherapy for PTSD. SSRF is a brief interview to assess emotional understanding of one's symptoms.
159032354,NCT03811938,PROCEDURE,Low voltage ablation,Catheter ablation of low voltage areas in the left atrium and catheter ablation aiming for the electrical isolation of the pulmonary veins.
159217229,NCT03363425,DRUG,Dexmedetomidine,dexmedetomidine iv
159217230,NCT03363425,DRUG,Normal saline,placebo
159217231,NCT06345196,BEHAVIORAL,motivational interview,"Motivational interviewing will be conducted in four sessions and the session duration will be maximum 40 minutes. The session will be conducted individually and online once a week. For the individual interview, the appropriate day and time will be determined with the individuals with diabetes and the researcher before the first session and the sessions will continue on the same day and time every week. The researcher will remind the participant about the time of the session by calling the participant by phone one day before each session. Motivational interview sessions will be held online on the Whatsapp platform."
159217232,NCT02879396,BEHAVIORAL,PA4LE Program,"1. Medication self-management including medication reconciliation, therapy recommendations, and education by pharmacist (chronic conditions and medications including Beers Criteria)
2. Use of a patient-centered health record that helps guide patients through the care process (portable, health and medication record for elders)
3. Primary care provider and specialist follow-up (patient awareness of discharge action plan and follow-up)
4. Patient understanding of ""red flag"" indicators of worsening condition and appropriate next steps
5. Behavioral interventions - Adherence, Lifestyle modifications, Mindfulness \& Lovingkindness meditations to combat anxiety, insomnia and other behavioral symptoms"
159217233,NCT03003299,DEVICE,Edwards SAPIEN 3/SAPIEN 3 Ultra THV,Edwards SAPIEN 3/SAPIEN 3 Ultra THV system with the associated delivery systems.
159217234,NCT01001299,DRUG,Drug cocktail,"Drug cocktail (caffeine, warfarin + vitamin K, omeprazole, dextromethorphan, midazolam) orally once daily, day 1 and day 20"
159217235,NCT01001299,DRUG,RO5185426,960 mg orally twice daily
159217236,NCT01732653,OTHER,TT+VR,"subjects will be walking on a treadmill while negotiating virtual obstacles provided by a computer simulation. The virtual environment will consist of obstacles, different pathways, narrow corridors and distracters, requiring modulations of step amplitude in two planes (i.e., height and width) coordinated with walking behaviour. The speed, orientation, size, frequency of appearance and shape of the targets will be manipulated according to individual needs following a standardized protocol."
159217237,NCT01732653,OTHER,TT alone,"The participants will walk on the treadmill, their gait speed over-ground will be measured at the beginning of each week of training. Progression will include increasing the duration of each of the walking bouts and increasing walking speed."
159217238,NCT02311101,DRUG,Mitomycin C,Given intravesically
159217239,NCT02106923,DRUG,1 tablet Empagliflozin/2 tablets Metformin XR,Active Comparator: 1 x Empagliflozin/2x Metformin XR tablets
159217240,NCT02106923,DRUG,10 mg Empagliflozin/1000 mg Metformin XR,"Experimental: high dose Empagliflozin/Metformin XR, FDC tablet"
159217241,NCT02106923,DRUG,1 tablet 10 mg Empagliflozin/3 tablets Metformin XR,Active Comparator: 1 x Empagliflozin/3 x Metformin XR tablets
159217242,NCT02106923,DRUG,2 tablets 5 mg Empagliflozin/750 Metformin XR,Experimental:2 x low dose Empagliflozin/Metformin XR FDC tablets
159217243,NCT02106923,DRUG,1 tablet Empagliflozin/2 tablets Metformin XR,Active Comparator: 1 x Empagliflozin/2x Metformin XR tablets
159217244,NCT02106923,DRUG,10 mg Empagliflozin/1000 mg Metformin XR,"Experimental: high dose Empagliflozin/Metformin XR, FDC tablet"
159217245,NCT04304547,DRUG,"CKD-828, D097, D337, CKD-348 T1, CKD-348 T2","Subject of sequence A takes IP in the following order:

1. Each tablet of CKD-828 and D097 and D337 be taken at once
2. CKD-348 T1 1 tablet
3. CKD-348 T2 1 tabet"
159217246,NCT04304547,DRUG,"CKD-348 T1, CKD-348 T2, CKD-828, D097, D337,","Subject of sequence B takes IP in the following order:

1. CKD-348 T1 1 tablet
2. CKD-348 T2 1 tablet
3. Each tablet of CKD-828 and D097 and D337 be taken at once"
159217247,NCT04304547,DRUG,"CKD-348 T2, CKD-348 T1, CKD-828, D097, D337","Subject of sequence C takes IP in the following order:

1. CKD-348 T2 1 tablet
2. Each tablet of CKD-828 and D097 and D337 be taken at once
3. CKD-348 T1 1 tablet"
159217248,NCT02853227,OTHER,digital photography,"Photographies with digital cameras were taken postoperatively for the documentation, anonymised and used for evaluation of cosmetic results after surgery."
159217249,NCT03485495,DRUG,Divaza,Oral administration.
159217250,NCT03485495,DRUG,Placebo,Oral administration.
159217251,NCT05824520,OTHER,ITS plus OMT,Invasive treatment strategy plus optimal medical therapy
159217252,NCT05824520,OTHER,OMT,Optimal medical therapy alone
159217253,NCT06506305,DRUG,FB1001,Intravitreal (IVT) injection
159217254,NCT02585128,OTHER,Delirium assessment,During the first post-procedural five days all patients will be evaluated on a daily basis for delirium occurrence by the CAM (Confusion Assessment Method) or CAM - ICU (Confusion Assessment Method - Intensive Care Unit)
159217255,NCT02585128,OTHER,MMSE (Mini Mental State Examination),
159217256,NCT02585128,OTHER,Barthel index,
159217257,NCT02585128,OTHER,HADS (Hospital Anxiety and Depression Scale),
159217258,NCT02585128,OTHER,MNA-SF (Mini Nutritional Assessment - Short Form),
159217259,NCT02585128,DEVICE,NIRS (Near-Infrared Spectroscopy),Regional cerebral oxygen saturation monitoring during TAVI procedure
159217260,NCT02585128,OTHER,CIRS (Cumulative Illness Rating Scale),
159217261,NCT01323920,DRUG,Bortezomib,Bortezomib 1.3 mg/m\^2 IV
159217262,NCT01323920,DRUG,Tacrolimus,Tacrolimus 0.05 mg/kg PO bid
159217263,NCT01323920,DRUG,Methotrexate,Methotrexate 15 mg/m\^2 IV
159032355,NCT03811938,PROCEDURE,Pulmonary Vein Isolation,Catheter ablation aiming for the electrical isolation of the pulmonary veins.
159217264,NCT05678049,DIAGNOSTIC_TEST,Synovial fluid analysis,"For patients with knee under tension at the joint level, the symptomatology often requires evacuation by puncture under ultrasound guidance. The intervention will be performed only for patients for whom this therapeutic indication exists anyway by their physicians.

After making the evacuation we will want to use this liquid for Microscopic and Spectrophotometric evaluation"
159217265,NCT05850494,DRUG,HFA MDI,"* Dose formulation: MDI
* Unit dose strength(s): Reference (propellant only)
* Dosage Level: 4 inhalations, single dose
* Route of administration: Oral inhalation
* Participants will receive treatment A in 1 or 2 possible sequences AB or BA"
159217266,NCT05850494,DRUG,HFO MDI,"* Dose formulation: MDI
* Unit dose strength(s): Experimental (propellant only)
* Dosage Level: 4 inhalations, single dose
* Route of administration: Oral inhalation
* Participants will receive treatment A in 1 or 2 possible sequences AB or BA"
159217267,NCT01028690,DIETARY_SUPPLEMENT,Lactobacillus reuteri,"Lactobacillus reuteri is a mixture of L. reuteri DSM 17938 and L. reuteri ATCC PTA 6475; will be delivered at a dose of 1x108 CFU of each strain. One dose is to be taken once per day giving a dose of L. reuteri of 2x108 CFU/day. Will be taken daily throughout the entire study, from the day of inclusion to the final analysis at the end of follow-up after eradication therapy. Will be delivered either in a chewable tablet form"
159217268,NCT01028690,DIETARY_SUPPLEMENT,Placebo,placebo
159217269,NCT01784627,BEHAVIORAL,c-ASBI,"Participants in the c-ASBI group will complete a computerized screen for alcohol, cannabis, tobacco and other drugs, then view their screen score and 10 pages of information about the health effects of substance use and true-life stories on the computer. Their provider will see a report of their screen results and provide advice to stop or decrease their use, or, for those at high risk, referral to complete a computerized motivational enhancement therapy intervention."
159217270,NCT01864356,DRUG,NT100,
159217271,NCT01864356,DRUG,Placebo,
159217272,NCT01944839,DRUG,E10030,
159217273,NCT01944839,DRUG,ranibizumab,
159217274,NCT01944839,DRUG,E10030 sham intravitreal injection,Pressure on the eye with a syringe with no needle
159217275,NCT00736515,DRUG,Gliclazide MR and Insulin Glargine Injection,Combination therapy of oral administration of 60-120mg Gliclazide Modified Release Tablet once daily before breakfast and subcutaneous injection of Insulin Glargine Injection once daily before dinner (initial dosage 0.2U/KG/D) for 3 months
159217276,NCT00736515,DRUG,Biosynthetic Human Insulin Injection,Monotherapy of subcutaneous injection of Biosynthetic Human Insulin Injection twice daily (before breakfast and before dinner) (initial dosage 0.4-0.6U/KG/D) for 3 months
159217277,NCT03425422,DEVICE,VITARIA System,Chronic stimulation of the right cervical vagus nerve
159217278,NCT03332511,DRUG,Nilotinib,Nilotinib 300mg twice-daily
159217279,NCT02915874,BEHAVIORAL,Acceptance and Commitment Therapy,
159217280,NCT03860883,PROCEDURE,Wide Local Excision = 1cm Margin,"A wide local excision involves removing an extra ""safety margin"" of skin surrounding the original melanoma site, to ensure that any remaining scattered melanoma tumour cells that may have been left behind after the first initial biopsy/surgery are removed."
159217281,NCT03860883,PROCEDURE,Wide Local Excision = 2cm Margin,"A wide local excision involves removing an extra ""safety margin"" of skin surrounding the original melanoma site, to ensure that any remaining scattered melanoma tumour cells that may have been left behind after the first initial biopsy/surgery are removed."
159217282,NCT05628688,DIAGNOSTIC_TEST,Insight Pro Device for Diagnosis,Insight Pro Device for Diagnosis of Lymphatic and Venous Disorders
159217283,NCT03915860,DRUG,Trifarotene,Topical Cream
159217284,NCT02895009,DEVICE,experimental group,"Participants allocated to the experimental group will receive a short term postoperative puncture site compression via TR Band. TR Band deflation is commenced at the 1st hour and completed at the 3rd hour, and the TR Band is removed at the 12th hour."
159217285,NCT02895009,DEVICE,control group,"Participants allocated to the control group will receive a routine long term postoperative puncture site compression via TR Band. TR Band deflation is commenced at the 2nd hour and completed at the 6th hour, and the TR Band is removed at the 24th hour."
159217286,NCT02195011,DEVICE,SIR-Spheres,Radioembolization will be administered once by injection through a trans-femoral catheter into the hepatic artery.
159217287,NCT02195011,DRUG,Regorafenib,All patients will take regorafenib 160mg orally once daily on Days 1-21 of each 28-day cycle.
159217288,NCT03222492,BIOLOGICAL,Brentuximab Vedotin,"Ascending dose cohorts. All cohorts will receive intravenous administration of study medication every 3 weeks for 21 weeks, for a total of eight doses."
159217289,NCT03222492,BIOLOGICAL,Placebo,"Placebo control for blinding (masking), 0.95% normal saline."
159217290,NCT04637828,DRUG,GNS561,study drug
159217291,NCT04730414,DRUG,Full-spectrum hemp (0.018% THC),Topical Application
159217292,NCT01178827,DRUG,trospium chloride,trospium chloride (60mg) once daily for 10 days
159217293,NCT01178827,DRUG,oxybutynin IR,oxybutynin IR (5 mg) three times daily for 2 days
159217294,NCT01178827,DRUG,oxybutynin IR placebo,oxybutynin IR placebo three times daily for 2 days
159217295,NCT01716871,DEVICE,neurocryostimulation with Duo-cryo® device,"organized in the morning and in the evening during 3days. The gaz is sprayed with Duo-cryo® device on dry skin over the ankle using a slow, regular, sweeping movement. The tip of the nozzle is kept 15 to 20 cm away from the skin. Neurocryostimulation is applied to patients for a duration of one minute by a trained staff"
159217296,NCT01716871,DEVICE,cryotherapy with Cold pack® or ice-cubes pack,"Patients receive 2 controlled applications a day (one in the morning and one in the evening) of cryotherapy with Cold pack® or ice-cubes pack (with average dimensions of 5 cm by 8 cm) to the injury site for a duration of 20 minutes. Furthermore, the patients are instructed to do 2 more applications of the ice-pack during the daytime to follow the usual recommendations.

The first and last sessions of each day must be supervised by the medical care Unit to insure standardized data collection for each group."
159217297,NCT04559529,DRUG,Levetiracetam (LEV) 500 mg,The levetiracetam pill will look just like the placebo pill.
159217298,NCT04559529,DRUG,Placebo,"The placebo pill will look just like the levetiracetam pill, but does not contain any levetiracetam."
159217299,NCT01733797,DEVICE,Wooden spatula,Lollipop sticks placed between incisors
159217300,NCT01733797,DEVICE,Therabite,Hand held device placed in mouth that exercises the jaw
159217301,NCT00065130,DRUG,human insulin,
159217302,NCT00065130,DRUG,insulin NPH,
159217303,NCT00065130,DRUG,insulin aspart,
159217304,NCT01009281,DRUG,AIN457,
159585726,NCT03915808,DIETARY_SUPPLEMENT,Conjugated linoleic acid group,"supplementation of 3.2 g/day conjugated linoleic acid in 8 capsules, and receive education sessions every four weeks (Dietary and lifestyle counselling, featured with low fat and low added sugar, moderate physical activity)"
159217305,NCT06497036,DRUG,GP404141,subcutaneous injection
159585727,NCT03915808,DIETARY_SUPPLEMENT,Sunflower oil group,"supplementation of equivalent sunflower oil in 8 capsules, and receive education sessions every four weeks (Dietary and lifestyle counselling, featured with low fat and low added sugar, moderate physical activity)"
159585728,NCT00659529,DRUG,sildenafil,"Sildenafil will be given 20mg po tid for 1 week, and then will be give 40mg po tid for 5 weeks."
159585729,NCT03611283,OTHER,Mouthwash treatment,60 seconds after meals (3 times/day) during 28 days
159585730,NCT03611283,OTHER,Toothpaste treatment,3 minutes after the mouthwash (3 times/day) during 28 days
159585731,NCT03611283,OTHER,Mouthwash placebo,60 seconds after meals (3 times/day) during 28 days
159585732,NCT03611283,OTHER,Toothpaste placebo,3 minutes after the mouthwash (3 times/day) during 28 days
159585733,NCT06401564,DEVICE,Virtual Reality Therapy,"Each participant will receive one or two 20 minute VR sessions during their admission. Participants are able to pause or discontinue at any time. During each VR session, participants will use the REAL Immersive VR system and be equipped with a VR headset and 6 sensors attached to the torso, waist, and upper extremities. Patient will then undergo various virtual challenges guided by the physical or occupational therapist facilitating movements of the upper extremity, core, head, and neck."
159585734,NCT02742597,BEHAVIORAL,TIP / IMPACT Plus Care Coordination,"The intervention will involve the patient attending an interdisciplinary team meeting, either through the Ontario Telemedicine Network's teleconferencing technology or in person, along with their caregiver(s), the referring practitioner, inter-professional (IP) teams and home care coordinators to discuss and uncover the patient's condition covering a diverse range of medical, functional and psycho-social issues and the development of a patient-centred treatment plan. The care plans are documented, shared, implemented and monitored by an assigned nurse from the program."
159217306,NCT06497036,DRUG,Nplate,subcutaneous injection
159217307,NCT02128360,DRUG,"Letrozole, Gonadotropins",
159217308,NCT02128360,DRUG,Gonadotropins,
159217309,NCT01920035,DEVICE,UroCool (Local cooling/hypothermia),These patients will receive the UroCool device which will be inserted just prior to RARP surgery. The UroCool device will be used to effect localized cooling/hypothermia of the pelvic region prior to and during RARP surgery. It will be removed at the end of surgery.
159217310,NCT04676971,DRUG,hzVSF-v13,"Dosage form: 100mg / 200mg of hzVSF-v13 (40 mg/mL in a 5 mL vial) Frequency: Dose at Day 1, 3, 7, D14(if necessary)"
159217311,NCT04676971,DRUG,Placebo (Normal saline solution),"Dosage form: 0.9% NaCl Solution Frequency: Dose at Day 1, 3, 7, D14(if necessary)"
159217312,NCT03889301,BEHAVIORAL,E-E Video,"The E-E video was developed by the research team and chronicles the story of Ana who while enjoying coffee with two family members, shares her challenges with depression and her successful outcome with therapy. The video utilizes the genre of the telenovela which creates an entertaining environment where the audience is captivated by the content and absorbs the messages portrayed."
159217313,NCT03889301,BEHAVIORAL,Discussion,Structured psychoeducation and pamphlet about anxiety and depression.
159217314,NCT05200741,BIOLOGICAL,DelNS1-2019-nCoV-RBD-OPT1,Influenza Virus Vector COVID-19 Vaccine for Intranasal Spray
159217315,NCT05200741,BIOLOGICAL,Matching placebo,Solution for Intranasal Spray
159217316,NCT00216866,DRUG,Dalteparin,
159217317,NCT00216866,DRUG,Warfarin,
159217318,NCT01687647,OTHER,low-dose CT-scan AND induced sputum sample AND blood test,"All subjects will receive a low-dose CT-scan, a blood test (ancillary study) and provide an induced sputum"
159217319,NCT04048161,DRUG,Tacrolimus,"The patients will be divided into two groups randomly. Tacrolimus dose: 0.05-0.10 mg/kg/day, BID. The concentration for tacrolimus is 5-10 ng/ml，then reduce the dosage of drugs to maintian the concentration for tacrolimus is \< 5ng/ml. Total duration : 1 year.

Steroid dose: 1.0-1.5 mg/kg, qod or 0.5-0.75 mg/kg/day, qd， then gradually taper the steroid to 5mg/day."
159217320,NCT04048161,DRUG,Mycophenolate Mofetil,"The patients will be divided into two groups randomly. Mycophenolate Mofetil dose: 20\~30mg/kg/day，BID. The concentration for MPA-AUC is 30\~50 μg.h/ml，then reduce the dosage of drugs to maintian the concentration for MPA-AUC is ≤40 μg.h/ml. Total duration : 1 year.

Steroid dose: 1.0-1.5 mg/kg, qod or 0.5-0.75 mg/kg/day, qd， then gradually taper the steroid to 5mg/day."
159217321,NCT00617643,DRUG,Nevirapine without dose escalation,"Fixed dose combination tablets of stavudine 30mg,lamivudine 150mg and nevirapine tablets 200mg twice daily at initiation of antiretroviral therapy in patients receiving rifampicin for tuberculosis therapy"
