id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
315928892,NCT01865448,OG000,Outcome,Control,"Patients in this group will receive an placebo capsule, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme",100789387.0
316725625,NCT02018653,BG001,Baseline,Placebo,Placebo orally every 6 hours for up to 6 days.,
315928893,NCT01865448,OG001,Outcome,Omega-3 DHA,"Patients in this group will receive 500 mg/day supplement of DHA omega-3 fatty acid in capsule form, in addition to the vitamin and oligoelement supplements which are part of the standard weight-loss programme.

Omega-3 DHA: Patients take daily 2 tablets of placebo",100789387.0
316725626,NCT02018653,BG002,Baseline,Total,Total of all reporting groups,
317505716,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265344.0
315928894,NCT02376179,OG000,Outcome,Cuffed ETT,"Pediatric patients intubated with a cuffed endotracheal tube for adenotonsillectomy.

Cuffed ETT",100789388.0
315928895,NCT00952081,OG000,Outcome,"Clevidipine,Brain Tumor,Hypertension","21 or older, Clevidipine in brain tumor resection, epilepsy focus resection during acute hypertension under general anesthesia",100789389.0
315928896,NCT00704938,OG000,Outcome,Anti-p53 TCR PBL + DC + IL-2: Melanoma/RCC,Patients with melanoma and renal cell cancer will receive anti-p53 T cell receptor (TCR) peripheral blood lymphocytes (PBL) + dendritic cells (DC) + interleukin-2 (IL-2),100789390.0
315928897,NCT00704938,OG001,Outcome,Anti-p53 TCR PBL + DC + IL-2: Other Histology,Patients with other histologies will receive anti-p53 T cell receptor (TCR) peripheral blood lymphocytes (PBL) + dendritic cells (DC) + interleukin-2 (IL-2),100789390.0
315928898,NCT00704938,OG000,Outcome,Anti-p53 TCR PBL + DC + IL-2: Melanoma/RCC,Patients with melanoma and renal cell cancer will receive anti-p53 T cell receptor (TCR) peripheral blood lymphocytes (PBL) + dendritic cells (DC) + interleukin-2 (IL-2),100789391.0
315928899,NCT00704938,OG001,Outcome,Anti-p53 TCR PBL + DC + IL-2: Other Histology,Patients with other histologies will receive anti-p53 T cell receptor (TCR) peripheral blood lymphocytes (PBL) + dendritic cells (DC) + interleukin-2 (IL-2),100789391.0
315928900,NCT03038126,OG000,Outcome,CCHT,"Veterans Administration (VA) CCHT with an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).

CCHT: Veterans Administration (VA) CCHT program available to veterans with difficult to manage chronic conditions and employing an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).",100789392.0
315928901,NCT03038126,OG001,Outcome,Usual Care,Usual care: Standard clinical care,100789392.0
315928902,NCT03038126,OG000,Outcome,CCHT,"Veterans Administration (VA) CCHT with an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).

CCHT: Veterans Administration (VA) CCHT program available to veterans with difficult to manage chronic conditions and employing an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).",100789393.0
315928903,NCT03038126,OG001,Outcome,Usual Care,Usual care: Standard clinical care,100789393.0
315928904,NCT03038126,OG000,Outcome,CCHT,"Veterans Administration (VA) CCHT with an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).

CCHT: Veterans Administration (VA) CCHT program available to veterans with difficult to manage chronic conditions and employing an established guideline-based CKD DMP, augmented laboratory monitoring, and decision support from the VA Renal Inter-disciplinary Safety clinic (RISC).",100789394.0
316714891,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028172.0
317505717,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265345.0
317505718,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265345.0
317505719,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265346.0
317505720,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265346.0
315928905,NCT03038126,OG001,Outcome,Usual Care,Usual care: Standard clinical care,100789394.0
315928906,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789395.0
316714892,NCT02825251,OG000,Outcome,Faster Aspart,The subjects received faster aspart (basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028173.0
316714893,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028173.0
316714894,NCT02825251,OG000,Outcome,Faster Aspart,The subjects received faster aspart (basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028174.0
316725627,NCT02677870,BG000,Baseline,Overall Study,"Enrolled patients with PKU received diet treatment only for 4 weeks. Then were randomized into high dose saproterin dihydrochloride (40 mg/kg/day) or low dose saproterin dihydrochloride(20 mg/kg/day).

They completed 4 weeks of treatment at either dose and then underwent a 2 week washout period without any medication.

After the washout period, they were crossed over to receive the opposite dose for 4 weeks.",
317505721,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265347.0
317505722,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265347.0
317505723,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265348.0
317505724,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265348.0
317505725,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265349.0
315928907,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789395.0
315928908,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789396.0
315928909,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789396.0
315928910,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789397.0
315928911,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789397.0
315928912,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789398.0
315928913,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789398.0
315928914,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789399.0
315928915,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789399.0
315928916,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789400.0
316714895,NCT02825251,OG001,Outcome,NovoRapid,The subjects received insulin aspart (NovoRapid®/NovoLog®: basal-bolus regimen) by CSII for 16 weeks. Doses of basal and bolus insulin and timing of bolus dose were individually adjusted and thus no maximum dose of insulin was specified. Basal rate insulin adjustment: The purpose of adjusting the basal rates was to ensure that BG was kept between 4.0-6.0 mmol/L \[71-108 mg/dL\] while in a fasting state and during the night. Bolus insulin titration: It was recommended that meal-time bolus insulin was titrated based on carbohydrate-counting using the Bolus Wizard® according to their usual practice and according to instructions from the investigator. Meal-time dosing was defined as bolus infusion initiated 0-2 minutes before a meal.,101028174.0
315928917,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789400.0
315928918,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789401.0
315928919,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789401.0
317109342,NCT00443534,OG000,Outcome,Sunitinib,"Participants received sunitinib (SU011248) capsules in one of the standard sunitinib schedules: Schedule 4/2 \[4 weeks on study drug, 2 weeks off treatment\]; Schedule 2/1 \[2 weeks on study drug, 1 week off treatment\]; Schedule 2/2 \[2 weeks on study drug, 2 weeks off treatment\]; or continuous dosing). The starting dose for all dosing regimens except continuous dosing was 50 milligram (mg) orally once daily (37.5 mg orally once daily for continuous dosing).",101145135.0
317505726,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265349.0
315928920,NCT03826186,OG000,Outcome,Traditional Epidural Group,"The traditional approach to placing thoracic epidurals by loss-of-resistance technique using a ground glass syringe will be used in this group.

Traditional (loss-of-resistance technique) thoracic epidural placement: Thoracic epidurals will be administered using the traditional loss-of resistance technique.",100789402.0
315928921,NCT03826186,OG001,Outcome,CompuFlo Epidural Group,"This device (CompuFlo) will aid in correct placement of the epidural by electronically sensing pressure in real time and by providing a numerical value on a read out screen to determine a loss of resistance. There is also an audio signal that signals a loss of resistance.

CompuFlo thoracic epidural placement: Pressure sensing technology to consistently and accurately identify the thoracic epidural space.",100789402.0
315928922,NCT03032263,OG000,Outcome,Direct Laryngoscopy,"These patients will be nasally intubated for their procedure via direct laryngoscopy. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Direct Laryngoscopy: These patients will be nasally intubated for their procedure via direct laryngoscopy",100789403.0
315928923,NCT03032263,OG001,Outcome,Video Laryngoscopy,"These patients will undergo Video Laryngoscopy for nasal intubation. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Video Laryngoscopy for nasal intubation: The anesthesia provider will use a video laryngoscope to facilitate the nasal intubation for the procedure.",100789403.0
315928924,NCT03032263,OG000,Outcome,Direct Laryngoscopy,"These patients will be nasally intubated for their procedure via direct laryngoscopy. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Direct Laryngoscopy: These patients will be nasally intubated for their procedure via direct laryngoscopy",100789404.0
315928925,NCT03032263,OG001,Outcome,Video Laryngoscopy,"These patients will undergo Video Laryngoscopy for nasal intubation. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Video Laryngoscopy for nasal intubation: The anesthesia provider will use a video laryngoscope to facilitate the nasal intubation for the procedure.",100789404.0
315928926,NCT03032263,OG000,Outcome,Direct Laryngoscopy,"These patients will be nasally intubated for their procedure via direct laryngoscopy. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Direct Laryngoscopy: These patients will be nasally intubated for their procedure via direct laryngoscopy",100789405.0
315928927,NCT03032263,OG001,Outcome,Video Laryngoscopy,"These patients will undergo Video Laryngoscopy for nasal intubation. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Video Laryngoscopy for nasal intubation: The anesthesia provider will use a video laryngoscope to facilitate the nasal intubation for the procedure.",100789405.0
315928928,NCT03032263,OG000,Outcome,Direct Laryngoscopy,"These patients will be nasally intubated for their procedure via direct laryngoscopy. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Direct Laryngoscopy: These patients will be nasally intubated for their procedure via direct laryngoscopy",100789406.0
315928929,NCT03032263,OG001,Outcome,Video Laryngoscopy,"These patients will undergo Video Laryngoscopy for nasal intubation. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Video Laryngoscopy for nasal intubation: The anesthesia provider will use a video laryngoscope to facilitate the nasal intubation for the procedure.",100789406.0
315928930,NCT03032263,OG000,Outcome,Direct Laryngoscopy,"These patients will be nasally intubated for their procedure via direct laryngoscopy. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Direct Laryngoscopy: These patients will be nasally intubated for their procedure via direct laryngoscopy",100789407.0
315928931,NCT03032263,OG001,Outcome,Video Laryngoscopy,"These patients will undergo Video Laryngoscopy for nasal intubation. We will observe and record incidence of Magill forcep use, presence or absence of nasal bleeding, and the grade of laryngeal view. We will also record any general narrative comments from the provider about the ease or difficulty of intubation.

Video Laryngoscopy for nasal intubation: The anesthesia provider will use a video laryngoscope to facilitate the nasal intubation for the procedure.",100789407.0
315928932,NCT03828331,OG000,Outcome,"CSP, AL, 160mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
316725628,NCT01850589,BG000,Baseline,Conserative Therapy,"Patients counseled by the vascular attending/fellow during office appointment to stop smoking. Counseling consists of self-help materials including ""Smart Move: A Stop Smoking Guide"" from the American Cancer Society and a brief educational discussion on the benefits of smoking cessation. Patients randomized to Group 1 will be offered adjunctive treatment with nicotine replacement therapy at no cost.",
315928933,NCT03828331,OG001,Outcome,"CSP, UL, 160mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928934,NCT03828331,OG002,Outcome,"CSP, AL, 165mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928935,NCT03828331,OG003,Outcome,"CSP, UL, 165mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928936,NCT03828331,OG004,Outcome,"CSP, AL, 170mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928937,NCT03828331,OG005,Outcome,"CSP, UL, 170mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928938,NCT03828331,OG006,Outcome,"CSP, AL, 175mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928939,NCT03828331,OG007,Outcome,"CSP, UL, 175mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928940,NCT03828331,OG008,Outcome,"CSP, AL, 175mm CAL, 5 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928941,NCT03828331,OG009,Outcome,"CSP, UL, 175mm CAL, 5 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928942,NCT03828331,OG010,Outcome,"CSP, AL, 175mm CAL, 10 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928943,NCT03828331,OG011,Outcome,"CSP, UL, 175mm CAL, 10 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928944,NCT03828331,OG012,Outcome,"CSP, AL, 175mm CAL, 15 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928945,NCT03828331,OG013,Outcome,"CSP, UL, 175mm CAL, 15 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
317505727,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265350.0
317505728,NCT02049814,OG001,Outcome,Metformin + Acarbose 50 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to acarbose 50 mg, tablets, orally, three times daily, Weeks 1 and 2, then acarbose 100 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265350.0
317505729,NCT02049814,OG000,Outcome,Metformin + Voglibose 0.2 mg,"Metformin tablets, at the maximum tolerated dose ≥1000 mg/day, orally, for 12 weeks, in addition to voglibose 0.2 mg, tablets, orally, three times daily, for Weeks 1 and 2, followed by voglibose 0.3 mg, tablets, orally, three times daily, Weeks 3 through 12.",101265351.0
315928946,NCT03828331,OG014,Outcome,"DU, AL, 160mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928947,NCT03828331,OG015,Outcome,"DU, UL, 160mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928948,NCT03828331,OG016,Outcome,"DU, AL, 165mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928949,NCT03828331,OG017,Outcome,"DU, UL, 165mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
315928950,NCT03828331,OG018,Outcome,"DU, AL, 170mm CAL, 0 mm PL",12 participants with unilateral transtibial amputation rode using 14 different prosthetic or bicycle configurations where we report data for a cycling-specific prosthesis (CSP) or daily-use prosthesis (DU) for the Affected Leg (AL) or Unaffected Leg (AL) with a given AL crank arm length (CAL) and AL pylon length (PL) reported in mm.,100789408.0
