id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na,dispersion_upper_limit_raw,dispersion_lower_limit_raw
753204307,NCT00843778,100832036,316074778,OG000,,,Mean Injection Site Reaction Questionnaire (ISRQ) Score at Week 10,The ISRQ is scored on a semantic Likert-type scale where lower numbers indicate a worse experience. Scores range from 0 to 10. Subjects receiving hospital nurse injection at this visit completed the ISRQ questionnaire.,units on a scale,MEAN,9.771,9.771,Standard Deviation,0.335,0.335,,,,,
752312452,NCT01125930,100715970,315680699,OG004,None,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Stinging,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,19,19.0,,,,,,,,
753204308,NCT00843778,100832037,316074779,OG000,,,Mean Injection Site Reaction Questionnaire (ISRQ) Score at Week 12,The ISRQ is scored on a semantic Likert-type scale where lower numbers indicate a worse experience. Scores range from 0 to 10. Subjects receiving hospital nurse injection at this visit completed the ISRQ questionnaire.,units on a scale,MEAN,9.611,9.611,Standard Deviation,0.652,0.652,,,,,
753204309,NCT01143389,100832038,316074780,OG000,,,Change in Maximum Keratometry From Baseline to 6 Months After Treatment,"Change in maximum keratometry (Kmax) between baseline and 6 months after treatment, measured by corneal tomography.",diopters,MEAN,0.76,0.76,Standard Deviation,2.4,2.4,,,,,
753204310,NCT01143389,100832038,316074781,OG001,,,Change in Maximum Keratometry From Baseline to 6 Months After Treatment,"Change in maximum keratometry (Kmax) between baseline and 6 months after treatment, measured by corneal tomography.",diopters,MEAN,0.97,0.97,Standard Deviation,3.2,3.2,,,,,
753204311,NCT01143389,100832039,316074782,OG000,,,Pachymetry,Minimum corneal thickness measured by corneal tomography,microns,MEAN,438,438.0,Standard Deviation,51,51.0,,,,,
753204312,NCT01143389,100832039,316074783,OG001,,,Pachymetry,Minimum corneal thickness measured by corneal tomography,microns,MEAN,434,434.0,Standard Deviation,20,20.0,,,,,
753204313,NCT01143389,100832040,316074784,OG000,,,Corrected Distance Visual Acuity (CDVA),Corrected distance visual acuity (CDVA) reported in logarithm of the minimum angle of resolution (logMAR). Lower numbers represent better vision; 0.0 corresponds to 20/20 vision. Each increase of 0.1 on the logMAR scale corresponds to one less line read on the eye chart.,logMAR,MEAN,0.32,0.32,Standard Deviation,0.29,0.29,,,,,
753204314,NCT01143389,100832040,316074785,OG001,,,Corrected Distance Visual Acuity (CDVA),Corrected distance visual acuity (CDVA) reported in logarithm of the minimum angle of resolution (logMAR). Lower numbers represent better vision; 0.0 corresponds to 20/20 vision. Each increase of 0.1 on the logMAR scale corresponds to one less line read on the eye chart.,logMAR,MEAN,0.31,0.31,Standard Deviation,0.28,0.28,,,,,
753204315,NCT01143389,100832041,316074786,OG000,,,Uncorrected Distance Visual Acuity (UDVA),Uncorrected distance visual acuity reported in logarithm of the minimum angle of resolution units. Lower numbers represent better vision; 0.0 corresponds to 20/20 vision without any type of correction such as glasses. Each increase of 0.1 on the logMAR scale corresponds to one less line read on the eye chart.,logMAR,MEAN,0.95,0.95,Standard Deviation,0.53,0.53,,,,,
753204316,NCT01143389,100832041,316074787,OG001,,,Uncorrected Distance Visual Acuity (UDVA),Uncorrected distance visual acuity reported in logarithm of the minimum angle of resolution units. Lower numbers represent better vision; 0.0 corresponds to 20/20 vision without any type of correction such as glasses. Each increase of 0.1 on the logMAR scale corresponds to one less line read on the eye chart.,logMAR,MEAN,0.91,0.91,Standard Deviation,0.55,0.55,,,,,
753204317,NCT04966910,100832042,316074788,OG000,Baseline,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,9.24,9.24,Standard Deviation,6.08,6.08,,,,,
753204318,NCT04966910,100832042,316074789,OG001,Baseline,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,7.29,7.29,Standard Deviation,4.48,4.48,,,,,
753204319,NCT04966910,100832042,316074788,OG000,4-Week Follow-Up,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,7.29,7.29,Standard Deviation,4.55,4.55,,,,,
753204320,NCT04966910,100832042,316074789,OG001,4-Week Follow-Up,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,6.29,6.29,Standard Deviation,5.03,5.03,,,,,
753204321,NCT04966910,100832042,316074788,OG000,9-Week Follow-Up,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,6.47,6.47,Standard Deviation,5.08,5.08,,,,,
753204322,NCT04966910,100832042,316074789,OG001,9-Week Follow-Up,,Patient Health Questionnaire (PHQ-9),"The PHQ-9 consists of 9 depression items and one disability item. Each item is associated with a symptom of depression, which the participant rates whether or not they have experienced the symptom over the last two weeks, with severity rating of 0-3. It is one of the few measures that is brief (it takes less than one minute to give) and has been found to have excellent sensitivity to change over time. Older adult participants will complete this measure. Total score ranges from 0 - 27 and higher scores indicate higher levels of depression symptoms.",score on a scale,MEAN,7.50,7.5,Standard Deviation,5.16,5.16,,,,,
755493774,NCT01188460,101140583,317093901,OG001,,,Pre-Sleep Arousal Scale (PSAS),"Measures pre-sleep hyperarousal, total scores range from 16-80, higher scores indicate worse outcomes",units on a scale,MEAN,35.43,35.43,Standard Deviation,9.14,9.14,,,,,
753204323,NCT04966910,100832043,316074790,OG000,Baseline,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,5.82,5.82,Standard Deviation,5.64,5.64,,,,,
753204324,NCT04966910,100832043,316074791,OG001,Baseline,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,4.43,4.43,Standard Deviation,3.06,3.06,,,,,
755493596,NCT01847560,101140535,317093793,OG001,HAS-BLED score,,Description of the Characteristics of Anticoagulant Initiators,"The analyses described the characteristics of patients treated with various oral anticoagulants. CHA2DS2-VASc stroke risk score is calculated based on the following conditions: Congestive heart failure/ Left ventricular (LV) dysfunction, Hypertension, Age (≥ 75), Diabetes Mellitus, Stroke/ transient ischemic attack (TIA) /thromboembolism, Vascular disease, Age 65-74, female gender. HAS-BLED bleeding risk score is calculated based on the following conditions: Hypertension, Abnormal renal and liver function, Stroke (1 point), Bleeding history or predisposition, Labile international normalized ratio (INR), Elderly (\>65 years), Drugs and Alcohol. CHA2DS2-VASc stroke risk score may range from 0 to 9 with 0 being the best outcome. HAS-BLED bleeding risk score may range from 0 to 9 with 0 being the best outcome. New initiators of warfarin before Dabigatran became available were only characterized in terms of age and sex (results provided above).",Scores on a scale,MEAN,2.91,2.91,Standard Deviation,1.18,1.18,,,,,
753204325,NCT04966910,100832043,316074790,OG000,4-Week Follow-Up,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,4.35,4.35,Standard Deviation,4.11,4.11,,,,,
753204326,NCT04966910,100832043,316074791,OG001,4-Week Follow-Up,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,3.71,3.71,Standard Deviation,2.70,2.7,,,,,
753204327,NCT04966910,100832043,316074790,OG000,9-Week Follow-Up,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,4.59,4.59,Standard Deviation,5.10,5.1,,,,,
753204328,NCT04966910,100832043,316074791,OG001,9-Week Follow-Up,,Generalized Anxiety Disorder (GAD-7),"To assess for co-occurring anxiety, we will use the GAD-7, a 7- item screener for generalized anxiety. It consists of items related to GAD. Participants rate on a scale of 0-3 how much they have experienced in the last two weeks. The scale is a valid screener for GAD. Older adult participants will complete this measure. Total score ranges from 0 - 21, with higher scores mean an increased degree of severity of anxiety symptoms.",score on a scale,MEAN,4.93,4.93,Standard Deviation,3.12,3.12,,,,,
753204329,NCT04966910,100832044,316074792,OG000,Baseline,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,9.18,9.18,Standard Deviation,9.36,9.36,,,,,
753204330,NCT04966910,100832044,316074793,OG001,Baseline,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,8.29,8.29,Standard Deviation,7.78,7.78,,,,,
753204331,NCT04966910,100832044,316074792,OG000,4-Week Follow-Up,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,6.94,6.94,Standard Deviation,8.72,8.72,,,,,
753204332,NCT04966910,100832044,316074793,OG001,4-Week Follow-Up,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,7.21,7.21,Standard Deviation,7.38,7.38,,,,,
753204333,NCT04966910,100832044,316074792,OG000,9-Week Follow-Up,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,8.53,8.53,Standard Deviation,9.45,9.45,,,,,
753204334,NCT04966910,100832044,316074793,OG001,9-Week Follow-Up,,Sheehan Disability Scale (SDS),"The SDS will be used as measure of disability/functional status. This is a brief analog disability scale, which uses visual-spatial, numeric and verbal anchors. The scale has been validated in medical and psychiatric populations with a variety of psychiatric diagnoses. Older adult participants will complete this measure. Total score ranges from 0 - 30, with higher scores indicating greater disruptions to their life from mental health symptoms.",score on a scale,MEAN,9.71,9.71,Standard Deviation,9.54,9.54,,,,,
753204335,NCT04966910,100832045,316074794,OG000,Baseline,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,6.53,6.53,Standard Deviation,1.74,1.74,,,,,
753204336,NCT04966910,100832045,316074795,OG001,Baseline,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,5.29,5.29,Standard Deviation,1.27,1.27,,,,,
755493775,NCT01188460,101140584,317093902,OG000,,,Fatigue Severity Scale (FSS),"Measures symptoms of fatigue, total scores range from 9-63, higher scores indicate worse outcomes",units on a scale,MEAN,50.60,50.6,Standard Deviation,8.74,8.74,,,,,
756409446,NCT03834974,101267428,317512495,OG000,,,Desirability of Tanning,Scale measuring participants' belief that a tan is attractive. Scale ranges from 0-12 with higher scores indicating higher levels of belief that a tan is attractive.,score on a scale,MEDIAN,10,10.0,Inter-Quartile Range,,,9.0,12.0,,12,9
756409447,NCT03834974,101267428,317512496,OG001,,,Desirability of Tanning,Scale measuring participants' belief that a tan is attractive. Scale ranges from 0-12 with higher scores indicating higher levels of belief that a tan is attractive.,score on a scale,MEDIAN,10.5,10.5,Inter-Quartile Range,,,9.0,12.0,,12,9
753204337,NCT04966910,100832045,316074794,OG000,4-Week Follow-Up,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,5.53,5.53,Standard Deviation,1.87,1.87,,,,,
753204338,NCT04966910,100832045,316074795,OG001,4-Week Follow-Up,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,5.00,5.0,Standard Deviation,2.00,2.0,,,,,
753204339,NCT04966910,100832045,316074794,OG000,9-Week Follow-Up,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,5.88,5.88,Standard Deviation,2.09,2.09,,,,,
753204340,NCT04966910,100832045,316074795,OG001,9-Week Follow-Up,,University of California Los Angeles (UCLA) Loneliness Scale,"A 3-item scale designed to measure one's subjective feelings of loneliness as well as feelings of social isolation. Participants rate each item as either O (""I often feel this way""), S (""I sometimes feel this way""), R (""I rarely feel this way""), N (""I never feel this way""). Older adult participants will complete this measure. Total scores range from 3 - 9, with higher scores indicating higher levels of loneliness.",score on a scale,MEAN,5.00,5.0,Standard Deviation,1.66,1.66,,,,,
753204341,NCT04966910,100832046,316074796,OG000,Baseline,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,91.06,91.06,Standard Deviation,26.25,26.25,,,,,
753204342,NCT04966910,100832046,316074797,OG001,Baseline,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,94.64,94.64,Standard Deviation,20.14,20.14,,,,,
753204343,NCT04966910,100832046,316074796,OG000,4-Week Follow-Up,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,95.53,95.53,Standard Deviation,25.01,25.01,,,,,
753204344,NCT04966910,100832046,316074797,OG001,4-Week Follow-Up,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,99.01,99.01,Standard Deviation,23.32,23.32,,,,,
753204345,NCT04966910,100832046,316074796,OG000,9-Week Follow-Up,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,97.88,97.88,Standard Deviation,18.58,18.58,,,,,
752312453,NCT01125930,100715970,315680700,OG005,None,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Stinging,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,26,26.0,,,,,,,,
756409448,NCT03834974,101267429,317512497,OG000,,,Desirability of Tanning Alternatives,"Average score on items relating to tanning alternative desirability. Scale ranges from 1 to 5, with higher scores indicating more positive attitudes towards tanning alternatives.",score on a scale,MEAN,3.0,3.0,Standard Deviation,1.2,1.2,,,,,
756409449,NCT03834974,101267429,317512498,OG001,,,Desirability of Tanning Alternatives,"Average score on items relating to tanning alternative desirability. Scale ranges from 1 to 5, with higher scores indicating more positive attitudes towards tanning alternatives.",score on a scale,MEAN,3.5,3.5,Standard Deviation,1.2,1.2,,,,,
752312454,NCT01125930,100715970,315680701,OG006,None,,Severity of Erythematotelangiectatic Rosacea Symptoms: Self-Reported Facial Stinging,"Evaluation of erythematotelangiectatic rosacea symptoms includes subject reporting of flushing, burning, stinging, topical product intolerance",participants,NUMBER,19,19.0,,,,,,,,
753204346,NCT04966910,100832046,316074797,OG001,9-Week Follow-Up,,Behavioral Activation Scale (BADS),"The Behavioral Activation for Depression Scale (BADS) can be used to track changes weekly in the behaviors hypothesized to underlie depression and specifically targeted for change by behavioral activation. It examines changes in the following areas: activation, avoidance/rumination, work/school impairment, and social impairment. The BADS consists of 25 questions, each rated on a seven-point scale ranging from 0 (not at all) to 6 (completely). Older adult participants will complete this measure. Total scores range from 0 - 150, with higher scores indicating more behavioral activation.",score on a scale,MEAN,97.71,97.71,Standard Deviation,26.87,26.87,,,,,
753204347,NCT04966910,100832047,316074798,OG000,Baseline,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,11.76,11.76,Standard Deviation,3.82,3.82,,,,,
753204348,NCT04966910,100832047,316074799,OG001,Baseline,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,10.50,10.5,Standard Deviation,3.01,3.01,,,,,
753204349,NCT04966910,100832047,316074798,OG000,4-Week Follow-Up,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,10.24,10.24,Standard Deviation,3.31,3.31,,,,,
753204350,NCT04966910,100832047,316074799,OG001,4-Week Follow-Up,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,9.71,9.71,Standard Deviation,4.14,4.14,,,,,
753204351,NCT04966910,100832047,316074798,OG000,9-Week Follow-Up,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,10.12,10.12,Standard Deviation,3.60,3.6,,,,,
753204352,NCT04966910,100832047,316074799,OG001,9-Week Follow-Up,,Patient Reported Outcome Measurement Information System (PROMIS) Social Isolation - Short Version,"The PROMIS Social Isolation item bank assesses perceptions of being avoided, excluded, detached, disconnected from, or unknown by, others. This measure consists of 4 items, each rated on a five-point scale ranging from 1 - 5. Older adult participants will complete this measure. Total scores range from 4 - 20, with higher scores meaning more social isolation.",score on a scale,MEAN,9.43,9.43,Standard Deviation,3.44,3.44,,,,,
753204353,NCT04966910,100832048,316074800,OG000,Baseline,,Acceptability of Intervention Measure (AIM),"This is a four item measure of intervention acceptability, where each item is rated on a 1-5 scale, with 1 = not at all acceptable and 5 = very acceptable, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more acceptable intervention).",score on a scale,MEAN,4.0,4.0,Standard Deviation,,,,,,,
755493597,NCT01847560,101140535,317093794,OG002,HAS-BLED score,,Description of the Characteristics of Anticoagulant Initiators,"The analyses described the characteristics of patients treated with various oral anticoagulants. CHA2DS2-VASc stroke risk score is calculated based on the following conditions: Congestive heart failure/ Left ventricular (LV) dysfunction, Hypertension, Age (≥ 75), Diabetes Mellitus, Stroke/ transient ischemic attack (TIA) /thromboembolism, Vascular disease, Age 65-74, female gender. HAS-BLED bleeding risk score is calculated based on the following conditions: Hypertension, Abnormal renal and liver function, Stroke (1 point), Bleeding history or predisposition, Labile international normalized ratio (INR), Elderly (\>65 years), Drugs and Alcohol. CHA2DS2-VASc stroke risk score may range from 0 to 9 with 0 being the best outcome. HAS-BLED bleeding risk score may range from 0 to 9 with 0 being the best outcome. New initiators of warfarin before Dabigatran became available were only characterized in terms of age and sex (results provided above).",Scores on a scale,MEAN,2.63,2.63,Standard Deviation,1.15,1.15,,,,,
753204354,NCT04966910,100832048,316074801,OG001,Baseline,,Acceptability of Intervention Measure (AIM),"This is a four item measure of intervention acceptability, where each item is rated on a 1-5 scale, with 1 = not at all acceptable and 5 = very acceptable, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more acceptable intervention).",score on a scale,MEAN,4.63,4.63,Standard Deviation,0.53,0.53,,,,,
753204355,NCT04966910,100832048,316074800,OG000,9 week follow up,,Acceptability of Intervention Measure (AIM),"This is a four item measure of intervention acceptability, where each item is rated on a 1-5 scale, with 1 = not at all acceptable and 5 = very acceptable, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more acceptable intervention).",score on a scale,MEAN,4.38,4.38,Standard Deviation,0.88,0.88,,,,,
753204356,NCT04966910,100832049,316074802,OG000,,,Intervention Usability Scale (IUS),"This is a ten item measure of how easy the intervention/system is to use and learn. Used for interventions (e.g., therapeutic modalities). Total scale scores range from 0 to 100, with higher scores considered to be more positive (i.e., a more usable intervention). Scores of 70 and higher are considered to be a usable intervention. Clinician participants complete this measure.",score on a scale,MEAN,85,85.0,Standard Deviation,7.07,7.07,,,,,
756409450,NCT03834974,101267430,317512499,OG000,,,Desirability of Tanning Alternatives,"Average score on items relating to tanning alternative desirability. Scale ranges from 1 to 5, with higher scores indicating more positive attitudes towards tanning alternatives.",score on a scale,MEAN,2.8,2.8,Standard Deviation,1.1,1.1,,,,,
753204357,NCT04966910,100832050,316074804,OG000,Baseline,,Intervention Appropriateness Measure (IAM),"This is a four item measure of how suitable an intervention is for the circumstances, where each item is rated on a 1-5 scale, with 1 = not at all appropriate and 5 = very appropriate, and the total score is a mean item score with minimum score of 1 and maximum of 5. Clinician participants complete this measure. Higher values are considered to be more positive (i.e., a more appropriate intervention).",score on a scale,MEAN,5.00,5.0,Standard Deviation,,,,,,,
