id,nct_id,agency_class,lead_or_collaborator,name
150446051,NCT04172181,OTHER,lead,Children's Hospital of Fudan University
150446052,NCT04369404,OTHER,lead,Massachusetts General Hospital
150795090,NCT02299414,OTHER,collaborator,Yale University
150795091,NCT02299414,OTHER,collaborator,Arrowhead Regional Medical Center
150795092,NCT02299414,OTHER,collaborator,Geisinger Clinic
150795093,NCT02299414,OTHER,collaborator,Miami Valley Hospital
150446053,NCT04514185,OTHER,lead,"Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health"""
150795094,NCT00566189,INDUSTRY,collaborator,Ethicon Endo-Surgery
150446054,NCT01310777,INDUSTRY,lead,Alcon Research
150795095,NCT06508892,UNKNOWN,collaborator,University of Michigan-Flint
150446055,NCT05962060,OTHER,lead,Riphah International University
150446056,NCT00043316,INDUSTRY,lead,InterMune
150446057,NCT03463057,OTHER,lead,Stichting Hemato-Oncologie voor Volwassenen Nederland
150446058,NCT01266629,OTHER,lead,Shaare Zedek Medical Center
150446059,NCT02322632,INDUSTRY,lead,Dr. Reddy's Laboratories Limited
150795096,NCT05155670,OTHER,collaborator,Scuola Superiore Sant'Anna di Pisa
151142712,NCT02724566,OTHER,collaborator,Société Francophone du Diabète
150446060,NCT06310876,INDUSTRY,lead,Calico Life Sciences LLC
150446061,NCT02684825,OTHER,lead,Danilo Toni
150446062,NCT02485873,INDUSTRY,lead,Bayer
150446063,NCT04577521,OTHER,lead,Goztepe Training and Research Hospital
150446064,NCT06296069,OTHER,lead,Eleftheria Giannouli
150446065,NCT04934748,OTHER,lead,The Cleveland Clinic
150446066,NCT03909152,OTHER,lead,Memorial Sloan Kettering Cancer Center
150446067,NCT04771156,OTHER,lead,"The University of Texas Health Science Center, Houston"
150446068,NCT03546309,OTHER,lead,Capital Medical University
150446069,NCT06478420,OTHER,lead,University of Oxford
150446070,NCT02250846,OTHER,lead,"Wuhan Union Hospital, China"
150446071,NCT00406250,OTHER,lead,University of Campania Luigi Vanvitelli
150446072,NCT04081493,OTHER,lead,University of Aarhus
150795097,NCT00135473,OTHER_GOV,collaborator,German Federal Ministry of Education and Research
150446073,NCT01419964,INDUSTRY,lead,Ache Laboratorios Farmaceuticos S.A.
150446074,NCT04430452,OTHER,lead,"Mary Feng, MD"
150446075,NCT04963166,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
150446076,NCT02854345,OTHER,lead,Centre Hospitalier Universitaire de Besancon
150446077,NCT05515809,OTHER,lead,"Centre Hospitalier Universitaire, Amiens"
150446078,NCT04218240,OTHER,lead,University of Pennsylvania
150446079,NCT06011759,FED,lead,VA Office of Research and Development
150795098,NCT00135473,INDUSTRY,collaborator,B. Braun Melsungen AG
150795099,NCT00135473,INDUSTRY,collaborator,Novo Nordisk A/S
150795100,NCT00135473,INDUSTRY,collaborator,HemoCue
150795101,NCT02839889,INDUSTRY,collaborator,AstraZeneca
150446080,NCT06644573,INDUSTRY,lead,Nyree Penn
150446081,NCT04086745,INDUSTRY,lead,Eli Lilly and Company
150446082,NCT04935606,OTHER,lead,"University of California, Los Angeles"
150446083,NCT05442554,INDUSTRY,lead,Takeda
150446084,NCT04711850,INDUSTRY,lead,Hansa Biopharma AB
150446085,NCT05249582,OTHER,lead,Palo Alto University
150446086,NCT03675126,INDUSTRY,lead,"Sarepta Therapeutics, Inc."
150446087,NCT06527469,OTHER,lead,University of Missouri-Columbia
150795102,NCT02001064,INDUSTRY,collaborator,"Janssen Research & Development, LLC"
150446088,NCT02811068,OTHER_GOV,lead,Public Health England
150795103,NCT00315991,OTHER,collaborator,Joslin Diabetes Center
150795104,NCT04469049,OTHER,collaborator,Mount Zion Health Fund
150795105,NCT03055429,OTHER,collaborator,Penn State University
150795106,NCT03055429,NIH,collaborator,National Institute on Aging (NIA)
150795107,NCT00121927,NIH,collaborator,National Center for Research Resources (NCRR)
150795108,NCT01026506,INDUSTRY,collaborator,Cognis Deutschland GmbH & Co. KG
150446089,NCT01282034,INDUSTRY,lead,Fin-Ceramica Faenza Spa
150795109,NCT03049553,OTHER,collaborator,Naestved Hospital
150795110,NCT03049553,OTHER,collaborator,Aalborg University Hospital
150446090,NCT00412334,INDUSTRY,lead,Hoffmann-La Roche
150446091,NCT02731469,INDUSTRY,lead,Biocad
150446092,NCT03371667,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446093,NCT04298047,OTHER,lead,Jewish General Hospital
150446094,NCT04169035,OTHER,lead,Centre Hospitalier Universitaire de Besancon
150446095,NCT01239199,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446096,NCT05587777,OTHER_GOV,lead,Helse Stavanger HF
150446097,NCT01751529,OTHER,lead,UNC Lineberger Comprehensive Cancer Center
150446098,NCT04906564,OTHER,lead,Beijing Tiantan Hospital
150446099,NCT02938130,OTHER,lead,University of Pittsburgh
150446100,NCT02589938,OTHER,lead,Wake Forest University Health Sciences
150446101,NCT03481400,OTHER,lead,Danish Headache Center
150446102,NCT04626388,OTHER,lead,Fondation Hôpital Saint-Joseph
150446103,NCT04907058,OTHER,lead,State Key Laboratory of Respiratory Disease
150446104,NCT00256594,OTHER,lead,University of Vermont
150446105,NCT05902416,OTHER,lead,Peking University People's Hospital
150446106,NCT00181272,OTHER,lead,Johns Hopkins University
150446107,NCT00006394,NIH,lead,National Center for Research Resources (NCRR)
150446108,NCT01064388,INDUSTRY,lead,AstraZeneca
150446109,NCT03525236,OTHER,lead,University Medical Center Groningen
150446110,NCT05023642,OTHER,lead,Pró Circulação®
150446111,NCT01668784,INDUSTRY,lead,Bristol-Myers Squibb
150446112,NCT02318316,OTHER,lead,Gazi University
150446113,NCT01933737,OTHER,lead,University of Franca
150446114,NCT05862220,OTHER,lead,Zulekha Hospitals
150446115,NCT01617824,OTHER,lead,University of Padova
150795111,NCT03049553,UNKNOWN,collaborator,Soenderjylland Hospital
150446116,NCT02761330,OTHER,lead,Washington University School of Medicine
150446117,NCT03580512,OTHER,lead,Thai Red Cross AIDS Research Centre
150446118,NCT05577247,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446119,NCT00602602,OTHER,lead,Abramson Cancer Center at Penn Medicine
150446120,NCT01187602,OTHER,lead,University of Virginia
150446121,NCT02578147,OTHER,lead,University of Miami
150446122,NCT03020251,OTHER,lead,Centre Jean Perrin
150446123,NCT06514950,OTHER,lead,Spaulding Rehabilitation Hospital
150446124,NCT01356576,OTHER,lead,Northwell Health
150795112,NCT03049553,OTHER,collaborator,Esbjerg Hospital - University Hospital of Southern Denmark
150795113,NCT03049553,OTHER,collaborator,Randers Regional Hospital
150446125,NCT01547611,OTHER_GOV,lead,Linkoeping University
150446126,NCT06173687,INDUSTRY,lead,Cochlear
150446127,NCT03994081,OTHER,lead,"University of North Carolina, Chapel Hill"
150446128,NCT06521749,OTHER,lead,Theodor Bilharz Research Institute
150446129,NCT04011176,FED,lead,Paul Crawford
150446130,NCT03536572,FED,lead,VA Office of Research and Development
150446131,NCT03131024,OTHER,lead,University of Alberta
150446132,NCT03879512,OTHER,lead,Wuerzburg University Hospital
150446133,NCT05764265,INDUSTRY,lead,Novartis Pharmaceuticals
150446134,NCT00534612,OTHER_GOV,lead,National Institute of Cancerología
150446135,NCT02228941,OTHER,lead,Shanghai Children's Medical Center
150446136,NCT04696484,OTHER,lead,Dartmouth-Hitchcock Medical Center
150446137,NCT05085353,OTHER,lead,Methodist Health System
150446138,NCT01404819,OTHER,lead,Centre Hospitalier Universitaire de Nīmes
150446139,NCT05992883,OTHER,lead,Mayo Clinic
150446140,NCT01814111,OTHER,lead,The First Affiliated Hospital with Nanjing Medical University
150446141,NCT04500587,INDUSTRY,lead,"K-Group Alpha, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc."
150446142,NCT04865159,INDUSTRY,lead,"Kura Oncology, Inc."
150446143,NCT02803788,OTHER,lead,"Government Medical College, Haldwani"
150446144,NCT03340389,OTHER,lead,Wenzhou Medical University
150446145,NCT03571438,OTHER,lead,"University Hospital, Grenoble"
150446146,NCT03667274,OTHER,lead,"University Hospital, Basel, Switzerland"
150446147,NCT02338674,OTHER,lead,Fuzhou General Hospital
150446148,NCT05125835,OTHER,lead,Brock University
150446149,NCT05763043,OTHER,lead,Oregon Health and Science University
150795114,NCT03491891,OTHER,collaborator,First Affiliated Hospital of Shantou University Medical College
150446150,NCT05495789,OTHER,lead,NESLİHAN YILMAZ SEZER
150795115,NCT03695653,OTHER,collaborator,Feinstein Institute for Medical Research
150795116,NCT05499273,OTHER,collaborator,Gaslini Children's Hospital
150795117,NCT00515723,NIH,collaborator,National Institute of Mental Health (NIMH)
150795118,NCT04323540,OTHER,collaborator,University of Belgrade
150795119,NCT02479724,OTHER,collaborator,University of Virginia
150446151,NCT01511406,OTHER,lead,Oslo University Hospital
150446152,NCT04338594,OTHER,lead,"University Hospital, Clermont-Ferrand"
150446153,NCT00629980,INDUSTRY,lead,Merck Sharp & Dohme LLC
150446154,NCT02845323,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
150446155,NCT00685230,INDUSTRY,lead,Instituto Bioclon S.A. de C.V.
150446156,NCT00771758,INDUSTRY,lead,"Ortho-McNeil Janssen Scientific Affairs, LLC"
150446157,NCT00048425,INDUSTRY,lead,Abbott
150446158,NCT06417424,OTHER,lead,Shanghai East Hospital
150446159,NCT05382845,OTHER,lead,Blekinge County Council Hospital
150795120,NCT00165100,OTHER,collaborator,Brigham and Women's Hospital
150446160,NCT04421677,OTHER,lead,University of Kansas Medical Center
150446161,NCT05188443,OTHER,lead,University of Edinburgh
150446162,NCT05452486,OTHER,lead,University of Arkansas
150795121,NCT02215525,INDUSTRY,collaborator,EMS
150795122,NCT05293665,OTHER,collaborator,Syneos Health
150795123,NCT05293665,OTHER,collaborator,Coalition for Epidemic Preparedness Innovations
150446163,NCT06499844,OTHER,lead,University of Iowa
150795124,NCT01169922,NIH,collaborator,National Institute on Alcohol Abuse and Alcoholism (NIAAA)
150795125,NCT04190836,OTHER,collaborator,Oslo University Hospital
150795126,NCT04190836,OTHER,collaborator,Keele University
150795127,NCT04190836,UNKNOWN,collaborator,National Institute of Occupational Health
150795128,NCT04190836,OTHER,collaborator,Diakonhjemmet Hospital
150446164,NCT06235775,INDUSTRY,lead,GemVax & Kael
150446165,NCT03645122,FED,lead,VA Office of Research and Development
150795129,NCT03636191,UNKNOWN,collaborator,Onorach Clinical
150795130,NCT03636191,UNKNOWN,collaborator,CPS Research
150795131,NCT05887115,OTHER,collaborator,Nationwide Children's Hospital
150795132,NCT05887115,OTHER,collaborator,University of Rochester
150446166,NCT06277687,OTHER,lead,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University
150795133,NCT05887115,OTHER,collaborator,Columbia University
150795134,NCT05887115,OTHER,collaborator,Yale University
150795135,NCT05020535,OTHER,collaborator,University of Kentucky
150795136,NCT05020535,NIH,collaborator,National Institute on Aging (NIA)
150795137,NCT04092010,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
150795138,NCT04092010,OTHER,collaborator,Boston Medical Center
150446167,NCT04324827,OTHER,lead,Bahçeşehir University
150795139,NCT05722639,UNKNOWN,collaborator,X-Trodes
150446168,NCT05132010,OTHER,lead,Cairo University
150795140,NCT05847907,INDIV,collaborator,"Melodia, Dario, M.D."
150795141,NCT05847907,INDIV,collaborator,"Pisano, Milena, M.D."
150795142,NCT05847907,UNKNOWN,collaborator,Dr. Aurea M. I. Lumbau
150795143,NCT05847907,UNKNOWN,collaborator,Prof. Silvio Mario Meloni
150446169,NCT02010892,OTHER_GOV,lead,Papworth Hospital NHS Foundation Trust
150795144,NCT05847907,UNKNOWN,collaborator,Prof. Edoardo Baldoni
150795145,NCT04116801,UNKNOWN,collaborator,Dr Philippe METELLUS
150446170,NCT05672381,OTHER,lead,Dartmouth-Hitchcock Medical Center
150795146,NCT04956705,OTHER,collaborator,University of Copenhagen
150446171,NCT01242423,OTHER,lead,Unfallkrankenhaus Berlin
150446172,NCT01891253,OTHER,lead,Universitätsmedizin Mannheim
150795147,NCT02932098,OTHER,collaborator,University of Tennessee West Cancer Center
150795148,NCT00607724,NIH,collaborator,National Cancer Institute (NCI)
150795149,NCT00607724,OTHER,collaborator,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
150795150,NCT06178263,UNKNOWN,collaborator,German Center of Cardiovascular Diseases (DZHK)
150795151,NCT05764135,OTHER,collaborator,The Craig H. Neilsen Foundation
150795152,NCT01133418,NIH,collaborator,National Institutes of Health (NIH)
150446173,NCT06016803,INDUSTRY,lead,Pierre Fabre Dermo Cosmetique
150446174,NCT03633370,OTHER,lead,"University Hospital, Grenoble"
150795153,NCT00501657,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
150795154,NCT04242095,NIH,collaborator,National Cancer Institute (NCI)
150446175,NCT03850353,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center
150446176,NCT00370734,OTHER,lead,Shahid Beheshti University of Medical Sciences
150795155,NCT03621787,OTHER,collaborator,Michigan Translation and Commercialization for Life Sciences Hub
150446177,NCT02977663,OTHER,lead,Assistance Publique - Hôpitaux de Paris
150446178,NCT05552287,OTHER,lead,Erasmus Medical Center
150795156,NCT03621787,OTHER,collaborator,Grand Challenges Canada
150795157,NCT03621787,INDUSTRY,collaborator,VentureWell
150795158,NCT03621787,OTHER,collaborator,Unite for Sight
150446179,NCT02867436,OTHER,lead,"University Hospital, Motol"
150795159,NCT05647265,NIH,collaborator,National Cancer Institute (NCI)
150446180,NCT00872820,OTHER,lead,"University of California, Los Angeles"
150446181,NCT06032871,OTHER,lead,Hui-Ling Lin
150795160,NCT06606054,INDUSTRY,collaborator,W.L.Gore & Associates
150795161,NCT06606054,INDUSTRY,collaborator,Medtronic
150446182,NCT05579678,OTHER,lead,University of Alberta
150446183,NCT05120180,OTHER,lead,Xiangyun Zong
150795162,NCT06717971,OTHER_GOV,collaborator,Shanxi Provincial People's Hospital
150446184,NCT03951103,INDUSTRY,lead,Swedish Orphan Biovitrum
150446185,NCT02200302,INDUSTRY,lead,Apifix
150795163,NCT06729632,OTHER,collaborator,University of Miami
