nct_id,phase,condition,intervention_type,sponsor_type,enrollment,status,outcome_label,final_outcome
NCT00005397,,Atherosclerosis,,NIH,1360.0,COMPLETED,,Failed
NCT00005398,,Cardiovascular Diseases,OTHER,NIH,6340.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00005399,,Cardiovascular Diseases,OTHER,NIH,111654.0,COMPLETED,,Failed
NCT00005400,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005401,,Sleep Apnea Syndromes,,NIH,,COMPLETED,,Failed
NCT00005402,,Transfusion-induced HCV and HGV Infection,,NIH,,COMPLETED,,Failed
NCT00005403,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005404,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005405,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005406,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005407,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005408,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005409,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005410,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005411,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005412,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005413,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005414,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005415,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005416,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005417,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005418,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005419,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005420,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005421,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005422,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005423,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005424,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005425,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005426,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005427,,Lung Diseases,,NIH,,TERMINATED,,Failed
NCT00005428,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005429,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005430,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005431,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005432,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005433,,Cardiovascular Diseases,,NIH,188.0,COMPLETED,,Failed
NCT00005434,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005435,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005436,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005437,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005438,,Blood Disease,,NIH,,COMPLETED,,Failed
NCT00005439,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005440,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005441,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005442,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005443,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005444,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005445,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005446,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005447,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005448,,Lung Diseases,,NIH,0.0,WITHDRAWN,,Failed
NCT00005449,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005450,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005451,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005452,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005453,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005455,,Heart Diseases,,NIH,,COMPLETED,,Failed
NCT00005456,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005457,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005458,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005459,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005460,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005461,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005462,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005463,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005464,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005465,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005466,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005467,,"Anemia, Sickle Cell",,NIH,,COMPLETED,,Failed
NCT00005468,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005469,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005470,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005471,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005472,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005473,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005474,,Cardiovascular Diseases,,NIH,1063.0,COMPLETED,,Failed
NCT00005475,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005476,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005477,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005478,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005479,,Cardiovascular Diseases,,NIH,164.0,COMPLETED,,Failed
NCT00005480,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005481,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005482,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005483,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005484,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005485,,Cardiovascular Diseases,,NIH,3000.0,ENROLLING_BY_INVITATION,,Failed
NCT00005486,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005487,,Atherosclerosis,,NIH,6418.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00005488,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005489,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005490,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005492,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005493,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005494,,Coronary Disease,,NIH,,COMPLETED,,Failed
NCT00005495,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005496,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005497,,Persistent Fetal Circulation Syndrome,,NIH,,COMPLETED,,Failed
NCT00005498,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005499,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005500,,Asthma,,NIH,50.0,COMPLETED,,Failed
NCT00005501,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005502,,Cardiovascular Diseases,,NIH,5476.0,COMPLETED,,Failed
NCT00005503,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005504,,Cardiovascular Diseases,,NIH,21680.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00005505,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005506,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005507,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005508,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005509,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005510,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005511,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005512,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005513,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005514,,Cardiovascular Diseases,,NIH,120000.0,COMPLETED,,Failed
NCT00005515,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005516,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005517,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005518,,Blood Disease,,NIH,,COMPLETED,,Failed
NCT00005519,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005520,,Cardiovascular Diseases,DRUG,NIH,1200.0,COMPLETED,,Failed
NCT00005521,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005522,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005523,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005524,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005525,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005526,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005528,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005529,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005530,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005531,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005532,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005533,,Cardiovascular Diseases,,NIH,592.0,COMPLETED,,Failed
NCT00005534,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005535,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005536,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005537,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005538,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005539,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005540,,Cardiovascular Diseases,,OTHER,3403.0,COMPLETED,,Failed
NCT00005541,,Blood Disease,,NIH,,COMPLETED,,Failed
NCT00005542,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005543,,Cardiovascular Diseases,,NIH,3135.0,COMPLETED,,Failed
NCT00005544,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005545,,Cardiovascular Diseases,,NIH,600.0,COMPLETED,,Failed
NCT00005546,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005547,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005548,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005549,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005550,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005551,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005552,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005553,,Cardiovascular Diseases,PROCEDURE,OTHER,,COMPLETED,,Failed
NCT00005554,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005555,NA,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00005556,,Bone Marrow Transplantation,,NIH,,COMPLETED,,Failed
NCT00005557,,Sleep Disorders,,NIH,1545.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00005559,,Blood Disease,,NIH,,COMPLETED,,Failed
NCT00005560,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005562,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005563,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005564,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005565,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005566,NA,"Suicide, Attempted",BEHAVIORAL,NIH,,UNKNOWN,,Failed
NCT00005567,NA,Sudden Infant Death Syndrome,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00005569,PHASE1,Healthy,DRUG,NIH,60.0,COMPLETED,,Failed
NCT00005570,,"Purpura, Thrombocytopenic, Idiopathic",,NIH,200.0,COMPLETED,,Failed
NCT00005571,PHASE2,Dermatomyositis,DRUG,NIH,17.0,COMPLETED,,Failed
NCT00005572,,Cytomegalovirus Infections,,NIH,90.0,COMPLETED,,Failed
NCT00005574,PHASE1,Becker Muscular Dystrophy,DRUG,NIH,4.0,COMPLETED,,Failed
NCT00005575,PHASE3,Chest Pain,DRUG,NIH,,COMPLETED,,Failed
NCT00005576,PHASE1,Disseminated Neuroblastoma,BIOLOGICAL,NIH,6.0,COMPLETED,,Failed
NCT00005577,PHASE1,"Unspecified Childhood Solid Tumor, Protocol Specific",DRUG,NIH,30.0,COMPLETED,,Failed
NCT00005578,PHASE3,Cardiac Toxicity,BIOLOGICAL,NIH,219.0,COMPLETED,,Failed
NCT00005579,PHASE2,Leukemia,DRUG,NIH,,COMPLETED,,Failed
NCT00005580,PHASE1,Leukemia,DRUG,NIH,54.0,COMPLETED,,Failed
NCT00005581,PHASE3,Breast Cancer,DRUG,OTHER,1000.0,UNKNOWN,,Failed
NCT00005583,PHASE3,Endometrial Cancer,DRUG,NETWORK,400.0,COMPLETED,,Failed
NCT00005584,PHASE3,Lymphoma,BIOLOGICAL,OTHER,1649.0,ACTIVE_NOT_RECRUITING,,Failed
NCT00005585,PHASE3,Leukemia,DRUG,NIH,838.0,COMPLETED,,Failed
NCT00005586,PHASE3,Colorectal Cancer,DRUG,OTHER,2500.0,COMPLETED,,Failed
NCT00005587,PHASE3,Breast Cancer,RADIATION,OTHER_GOV,,COMPLETED,,Failed
NCT00005588,PHASE3,Breast Cancer,RADIATION,OTHER_GOV,,COMPLETED,,Failed
NCT00005589,PHASE3,Lymphoma,BIOLOGICAL,OTHER,460.0,COMPLETED,,Failed
NCT00005590,PHASE3,Brain and Central Nervous System Tumors,DRUG,OTHER,,COMPLETED,,Failed
NCT00005591,PHASE2,Pancreatic Cancer,BIOLOGICAL,NIH,0.0,WITHDRAWN,,Failed
NCT00005592,PHASE2,Lymphoma,BIOLOGICAL,NIH,23.0,COMPLETED,,Failed
NCT00005593,PHASE1,Leukemia,DRUG,NIH,31.0,COMPLETED,,Failed
NCT00005594,PHASE2,Pancreatic Cancer,DRUG,NIH,4.0,COMPLETED,,Failed
NCT00005595,PHASE2,Lymphoma,DRUG,NIH,2.0,TERMINATED,,Failed
NCT00005596,PHASE3,Leukemia,DRUG,NIH,1076.0,COMPLETED,,Failed
NCT00005597,PHASE2,Gastrointestinal Stromal Tumor,DRUG,NIH,25.0,COMPLETED,,Failed
NCT00005598,PHASE2,Myelodysplastic Syndromes,DRUG,NIH,,COMPLETED,,Failed
NCT00005599,PHASE2,Esophageal Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00005600,NA,Breast Cancer,PROCEDURE,OTHER,,UNKNOWN,,Failed
NCT00005601,PHASE2,Lymphoma,BIOLOGICAL,NIH,58.0,COMPLETED,,Failed
NCT00005602,PHASE1,Brain and Central Nervous System Tumors,DRUG,NIH,13.0,COMPLETED,,Failed
NCT00005603,PHASE3,Leukemia,DRUG,NIH,276.0,COMPLETED,,Failed
NCT00005604,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",BIOLOGICAL,NIH,25.0,COMPLETED,,Failed
NCT00005605,,Breast Cancer,,NIH,79.0,COMPLETED,,Failed
NCT00005606,PHASE2,Leukemia,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005607,PHASE2,Esophageal Cancer,DRUG,NIH,,UNKNOWN,,Failed
NCT00005608,PHASE2,Breast Cancer,DRUG,NIH,,TERMINATED,,Failed
NCT00005609,PHASE2,Lymphoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005610,PHASE2,Melanoma (Skin),BIOLOGICAL,NIH,28.0,COMPLETED,,Failed
NCT00005611,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",DRUG,NIH,,UNKNOWN,,Failed
NCT00005612,PHASE1/PHASE2,Ovarian Cancer,BIOLOGICAL,NIH,3.0,TERMINATED,,Failed
NCT00005613,PHASE2,Lymphoma,DRUG,NIH,147.0,COMPLETED,,Failed
NCT00005614,PHASE2,Breast Cancer,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00005615,PHASE1/PHASE2,Melanoma (Skin),BIOLOGICAL,NIH,24.0,COMPLETED,,Failed
NCT00005616,PHASE1,Colorectal Cancer,PROCEDURE,NIH,12.0,COMPLETED,,Failed
NCT00005617,PHASE1,Melanoma,BIOLOGICAL,OTHER,,COMPLETED,,Failed
NCT00005618,PHASE2,Leukemia,DRUG,NIH,,COMPLETED,,Failed
NCT00005619,,Leukemia,GENETIC,NIH,16.0,COMPLETED,,Failed
NCT00005622,PHASE2,Chronic Myeloproliferative Disorders,DRUG,NIH,72.0,COMPLETED,,Failed
NCT00005623,PHASE3,Hot Flashes,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00005624,PHASE2,Multiple Myeloma,DRUG,NIH,6.0,COMPLETED,,Failed
NCT00005625,PHASE2,Sarcoma,DRUG,NIH,,COMPLETED,,Failed
NCT00005626,PHASE2,Leukemia,DRUG,NIH,10.0,COMPLETED,,Failed
NCT00005627,PHASE1,Prostate Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00005628,PHASE2,Sarcoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005629,PHASE1/PHASE2,Liver Cancer,BIOLOGICAL,NIH,6.0,COMPLETED,,Failed
NCT00005630,PHASE1,Lung Cancer,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005631,PHASE2,Lymphoma,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005632,PHASE1,Prostate Cancer,BIOLOGICAL,NIH,27.0,COMPLETED,,Failed
NCT00005633,PHASE1,Melanoma (Skin),BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005634,PHASE1,Leukemia,DRUG,NIH,,COMPLETED,,Failed
NCT00005635,PHASE2,Breast Cancer,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00005636,PHASE3,Malignant Mesothelioma,DRUG,NIH,,COMPLETED,,Failed
NCT00005637,PHASE1,Brain and Central Nervous System Tumors,DRUG,NIH,,COMPLETED,,Failed
NCT00005638,PHASE1,Esophageal Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00005639,PHASE1,Lymphoma,DRUG,NIH,34.0,COMPLETED,,Failed
NCT00005640,NA,Colorectal Cancer,PROCEDURE,NIH,17.0,COMPLETED,,Failed
NCT00005641,PHASE2,Chronic Myeloproliferative Disorders,BIOLOGICAL,NIH,,TERMINATED,,Failed
NCT00005642,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",DRUG,NIH,19.0,COMPLETED,,Failed
NCT00005643,PHASE2,Endometrial Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00005644,PHASE2,Bladder Cancer,DRUG,NIH,,COMPLETED,,Failed
NCT00005645,PHASE2,Fallopian Tube Cancer,DRUG,INDUSTRY,0.0,WITHDRAWN,,Failed
NCT00005646,PHASE2,Lung Cancer,DRUG,NIH,36.0,COMPLETED,,Failed
NCT00005647,PHASE1,Head and Neck Cancer,DRUG,NIH,12.0,COMPLETED,,Failed
NCT00005648,PHASE3,Pancreatic Neoplasms,DRUG,INDUSTRY,688.0,COMPLETED,,Failed
NCT00005649,PHASE2,Breast Cancer,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00005650,,Primary Ciliary Dyskinesia,,OTHER,180.0,COMPLETED,,Failed
NCT00005652,PHASE2,"Purpura, Thrombocytopenic, Idiopathic",DRUG,OTHER,20.0,COMPLETED,,Failed
NCT00005654,NA,Hyperinsulinism,DRUG,OTHER,88.0,COMPLETED,,Failed
NCT00005655,PHASE1,Kidney Neoplasm,BIOLOGICAL,NIH,39.0,TERMINATED,,Failed
NCT00005657,,Hepatitis C,,NIH,870.0,COMPLETED,,Failed
NCT00005658,PHASE2,Psychotic Disorder,DRUG,NIH,10.0,COMPLETED,,Failed
NCT00005660,,Basal Cell Carcinoma,,NIH,130.0,COMPLETED,,Failed
NCT00005663,PHASE3,Herpes Simplex,DRUG,INDUSTRY,,UNKNOWN,,Failed
NCT00005664,,Adrenal Insufficiency,,NIH,1588.0,TERMINATED,,Failed
NCT00005665,PHASE2,"Diabetes Mellitus, Type 1",DRUG,NIH,,UNKNOWN,,Failed
NCT00005666,NA,"Carcinoma, Non-Small-Cell Lung",PROCEDURE,NIH,,COMPLETED,,Failed
NCT00005667,,Liver Diseases,,NIH,,UNKNOWN,,Failed
NCT00005668,PHASE2,Aspergillosis,DRUG,NIH,96.0,COMPLETED,,Failed
NCT00005669,PHASE2,Hyperinsulinemia,DRUG,NIH,100.0,COMPLETED,Changes in Body Weight as Determined by Body Mass Index-standard Deviation Score (BMI-SDS).,Passed
NCT00005671,,Ischemic Heart Disease,,NIH,105.0,COMPLETED,,Failed
NCT00005673,PHASE1,Healthy,DRUG,NIH,46.0,COMPLETED,,Failed
NCT00005674,PHASE2,Amyotrophic Lateral Sclerosis,DRUG,OTHER,,COMPLETED,,Failed
NCT00005675,PHASE2,Scleroderma,DRUG,OTHER,168.0,COMPLETED,,Failed
NCT00005676,,Cardiovascular Diseases,,NIH,2700.0,COMPLETED,,Failed
NCT00005677,,Cardiovascular Diseases,,NIH,4290.0,COMPLETED,,Failed
NCT00005678,,Atherosclerosis,,NIH,,COMPLETED,,Failed
NCT00005679,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005680,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005681,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005682,,Blood Disease,,NIH,,COMPLETED,,Failed
NCT00005683,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005684,,Venous Thrombosis,DRUG,NIH,,COMPLETED,,Failed
NCT00005685,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005686,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005687,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005688,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005689,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005690,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005691,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005692,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005693,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005694,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005695,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005696,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005697,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005698,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005699,,Cardiovascular Diseases,,OTHER,2000.0,COMPLETED,,Failed
NCT00005700,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005701,,Heart Diseases,,NIH,,COMPLETED,,Failed
NCT00005702,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005703,,"Anemia, Sickle Cell",,NIH,,COMPLETED,,Failed
NCT00005704,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005705,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005706,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005707,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005708,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005709,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005710,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005711,NA,Asthma,BEHAVIORAL,NIH,145.0,COMPLETED,,Failed
NCT00005712,,Asthma,,NIH,,TERMINATED,,Failed
NCT00005713,,Asthma,BEHAVIORAL,NIH,1000.0,COMPLETED,,Failed
NCT00005714,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005715,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005716,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005717,,"Lung Diseases, Obstructive",,NIH,,COMPLETED,,Failed
NCT00005718,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005719,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005720,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005721,,Blood Donors,,NIH,,COMPLETED,,Failed
NCT00005722,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005723,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005724,NA,Cardiovascular Diseases,BEHAVIORAL,NIH,369.0,COMPLETED,,Failed
NCT00005725,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005726,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005727,NA,Cardiovascular Diseases,BEHAVIORAL,NIH,351.0,COMPLETED,,Failed
NCT00005728,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005729,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005730,,Bone Marrow Transplantation,,NIH,,COMPLETED,,Failed
NCT00005731,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005732,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005733,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005734,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005735,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005736,,Asthma,,NIH,,COMPLETED,,Failed
NCT00005737,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005738,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005739,,Lung Diseases,BEHAVIORAL,NIH,145.0,COMPLETED,,Failed
NCT00005740,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005741,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005742,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005743,NA,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00005744,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005745,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005746,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005748,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005749,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005750,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005751,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005752,,Cardiovascular Diseases,,NIH,,COMPLETED,,Failed
NCT00005753,,Lung Diseases,,NIH,,COMPLETED,,Failed
NCT00005754,,Cardiovascular Diseases,,NIH,1420.0,COMPLETED,,Failed
NCT00005755,,Asthma,,NIH,,COMPLETED,,Failed
