nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry
NCT04386395,,2020-05-06,,,2021-07-09,2020-05-12,2020-05-13,ACTUAL,,,,,,,2021-07-09,2021-07-15,ACTUAL,2020-03-30,ACTUAL,2020-03-30,2020-12,2020-12-31,2021-06-30,ACTUAL,2021-06-30,2020-05-30,ACTUAL,2020-05-30,,OBSERVATIONAL,COVIDIMM,,Immune Changes in Severe COVID-19 Pulmonary Infections,Whole Blood Immune Cells Characterization in Critically Ill COVID-19 Patients: A Prospective Study,COMPLETED,,,50.0,ACTUAL,"Central Hospital, Nancy, France",,,2.0,,False,,,,False,False,False,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,False
NCT04389658,,2020-05-14,,,2020-10-08,2020-05-14,2020-05-15,ACTUAL,,,,,,,2020-10-08,2020-10-09,ACTUAL,2020-05-07,ACTUAL,2020-05-07,2020-10,2020-10-31,2020-08-25,ACTUAL,2020-08-25,2020-06-10,ACTUAL,2020-06-10,,OBSERVATIONAL,CONDITION,,Contagiousness and Immunogenicity Status of COVID-19 in Asymptomatic Population (COVID-19 CONDITION),Retrospective Observational Study to Determine COVID-19 Contagious and Immunological Status in Asymptomatic Population of Highly Affected Areas,COMPLETED,,,1526.0,ACTUAL,Igenomix,,,1.0,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,False
NCT01496794,,2011-12-19,,,2017-02-20,2011-12-19,2011-12-21,ESTIMATED,,,,,,,2017-02-20,2017-02-23,ACTUAL,2011-10,,2011-10-31,2017-02,2017-02-28,2016-04,ACTUAL,2016-04-30,2016-04,ACTUAL,2016-04-30,,OBSERVATIONAL,PROSPER,,Endophthalmitis Cultures,Prospective Surveillance of Patients With Endophthalmitis for Multi-antibiotic Resistance (PROSPER) Study,TERMINATED,,,3.0,ACTUAL,Vanderbilt University Medical Center,,,1.0,poor enrollment,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04749225,,2021-02-02,,,2022-08-15,2021-02-09,2021-02-11,ACTUAL,,,,,,,2022-08-15,2022-08-17,ACTUAL,2020-12-11,ACTUAL,2020-12-11,2022-08,2022-08-31,2023-12-31,ESTIMATED,2023-12-31,2023-12-31,ESTIMATED,2023-12-31,2 Days,OBSERVATIONAL,,,Assessment of a Properly Video Stylet Angulation for Nasotracheal Intubation,Assessment of a Properly Video Stylet Angulation for Nasotracheal Intubation,UNKNOWN,RECRUITING,,150.0,ESTIMATED,Kaohsiung Medical University Chung-Ho Memorial Hospital,,,3.0,,False,,,,True,False,False,,,,SAMPLES_WITHOUT_DNA,\*undergoing oro-maxillofacial surgery with general anesthesia(GA) \*ASA(American Society of Anesthesiologists):Ι to III -20 to 65 years old \*mouth open \> 3cm \*the systemic disease exclusion/conscious clear and without major Neurocognitive Disorder,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,True
NCT05224232,,2022-01-03,,,2024-02-05,2022-01-24,2022-02-04,ACTUAL,,,,,,,2024-02-05,2024-02-07,ACTUAL,2022-02-14,ACTUAL,2022-02-14,2024-02,2024-02-29,2023-10-31,ACTUAL,2023-10-31,2022-12-31,ACTUAL,2022-12-31,,INTERVENTIONAL,,,Protocole Access-Socket,Access Socket Protocol: Evaluation of Comfort and Quality of Life Associated With the Use of a Soft Socket for Femoral Prosthesis,COMPLETED,,NA,17.0,ACTUAL,Union de Gestion des Etablissements des Caisses d'Assurance Maladie - Nord Est,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00198055,,2005-09-12,,,2014-06-03,2005-09-12,2005-09-20,ESTIMATED,,,,,,,2014-06-03,2014-06-04,ESTIMATED,2005-01,,2005-01-31,2014-06,2014-06-30,2007-09,ACTUAL,2007-09-30,2007-09,ACTUAL,2007-09-30,,INTERVENTIONAL,,,A Study of Aripiprazole in Children and Adolescents With Aspergers and Pervasive Developmental Disorder.,An Open-Label Study of Aripiprazole in Children and Adolescents With Autistic Disorder,COMPLETED,,PHASE2,25.0,ACTUAL,Indiana University,,1.0,,,False,,,,True,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT03476577,,2018-03-19,,,2025-06-05,2018-03-19,2018-03-26,ACTUAL,,,,,,,2025-06-05,2025-06-06,ACTUAL,2016-11-02,ACTUAL,2016-11-02,2025-06,2025-06-30,2026-10,ESTIMATED,2026-10-31,2026-10,ESTIMATED,2026-10-31,,OBSERVATIONAL,,,Bariatric Surgery and Pharmacokinetics of Ibuprofen,Bariatric Surgery and Pharmacokinetics Ibuprofen: BAR-MEDS Ibuprofen,RECRUITING,,,12.0,ESTIMATED,Norwegian University of Science and Technology,,,,,False,,,,False,False,False,,,,SAMPLES_WITH_DNA,Blood,,,,UNDECIDED,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,False
NCT05153525,,2021-09-13,,,2022-06-20,2021-12-09,2021-12-10,ACTUAL,,,,,,,2022-06-20,2022-06-22,ACTUAL,2022-01-06,ACTUAL,2022-01-06,2022-06,2022-06-30,2022-08-05,ESTIMATED,2022-08-05,2022-07-30,ESTIMATED,2022-07-30,,INTERVENTIONAL,,,Continuous Infusion Versus Intermittent Boluses of Cisatracurium in the Early Management of Pediatric ARDS,Continuous Infusion Versus Intermittent Boluses of Cisatracurium in the Early Management of Pediatric Acute Respiratory Distress Syndrome,UNKNOWN,RECRUITING,PHASE4,60.0,ESTIMATED,Tanta University,,2.0,,,False,,,,,True,False,,,True,,,for one year after completion of the study,,,YES,The data will be available upon reasonable request from the principal investigator,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT02789137,,2016-05-17,2021-10-06,,2021-10-06,2016-05-27,2016-06-02,ESTIMATED,2021-10-06,2021-11-05,ACTUAL,,,,2021-10-06,2021-11-05,ACTUAL,2016-12-22,ACTUAL,2016-12-22,2021-10,2021-10-31,2020-10-20,ACTUAL,2020-10-20,2020-10-20,ACTUAL,2020-10-20,9 Months,OBSERVATIONAL,TROYA,Analysis population included all eligible participants whose data was collected and analyzed in this study.,Study On Fatigue- And Hand-Foot Syndrome-Related Quality Of Life In Patients With Metastatic Renal Cell Carcinoma Receiving A Tyrosine Kinase Inhibitor as First-Line Treatment,"PROSPECTIVE, MULTICENTRE, OBSERVATIONAL STUDY ON FATIGUE- AND HAND-FOOT SYNDROME-RELATED QUALITY OF LIFE IN PATIENTS WITH METASTATIC RENAL CELL CARCINOMA RECEIVING A TYROSINE KINASE INHIBITOR AS FIRST-LINE TREATMENT (TROYA STUDY).",COMPLETED,,,111.0,ACTUAL,Pfizer,,,,,False,,,,False,,,,,,,,,,,NO,"Pfizer will provide access to individual de-identified participant data and related study documents (e.g. protocol, Statistical Analysis Plan (SAP), Clinical Study Report (CSR)) upon request from qualified researchers, and subject to certain criteria, conditions, and exceptions. Further details on Pfizer's data sharing criteria and process for requesting access can be found at: https://www.pfizer.com/science/clinical_trials/trial_data_and_results/data_requests.",2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,True
NCT06029504,,2023-09-01,,,2023-11-29,2023-09-01,2023-09-08,ACTUAL,,,,,,,2023-11-29,2023-12-06,ACTUAL,2023-01-01,ACTUAL,2023-01-01,2023-09,2023-09-30,2027-12-31,ESTIMATED,2027-12-31,2026-12-31,ESTIMATED,2026-12-31,1 Year,OBSERVATIONAL,SENTIVUC,,Optical Guided Sentinel Node Biopsy for Staging of Vulvar Cancer (I),Optical Guided Sentinel Node Biopsy for Staging of Vulvar Cancer,RECRUITING,,,115.0,ESTIMATED,"Rigshospitalet, Denmark",,,,,False,,,,False,False,False,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,True
NCT03259568,,2017-08-15,2023-01-10,2022-01-24,2023-03-03,2017-08-21,2017-08-23,ACTUAL,2023-03-03,2023-03-29,ACTUAL,,2023-03-29,ACTUAL,2023-03-03,2023-03-29,ACTUAL,2018-01-12,ACTUAL,2018-01-12,2023-03,2023-03-31,2019-08-20,ACTUAL,2019-08-20,2019-08-20,ACTUAL,2019-08-20,,INTERVENTIONAL,,"Study used a within-subjects design; all 27 participants received all 4 conditions (""arms"") of TMS stimulation.",Effects of rTMS on Human Brain Activity Measured With fMRI,Effects of rTMS on Human Brain Activity Measured With fMRI,TERMINATED,,NA,27.0,ACTUAL,Duke University,,4.0,,Slow enrollment due to Covid-19.,False,,,,False,False,True,,,False,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02912247,,2016-09-21,,,2019-03-06,2016-09-21,2016-09-23,ESTIMATED,,,,,,,2019-03-06,2019-03-07,ACTUAL,2016-10-27,ACTUAL,2016-10-27,2018-06,2018-06-30,2017-09-22,ACTUAL,2017-09-22,2017-09-22,ACTUAL,2017-09-22,,INTERVENTIONAL,,,Comparative Clinical Trial to Evaluate Bioequivalency and Safety of Monoclonal Antibody Injection and Adalimumab in Chinese Healthy Volunteers,"A Open, Randomized, Single-dose, Comparative Bioequivalency and Safety Study of Human Recombinant Anti-tumor Necrosis Factor Alpha Monoclonal Antibody Injection and Adalimumab in Chinese Healthy Volunteers",COMPLETED,,PHASE1,183.0,ACTUAL,Innovent Biologics (Suzhou) Co. Ltd.,,2.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT00577863,,2007-12-18,2009-05-05,,2009-07-13,2007-12-18,2007-12-20,ESTIMATED,2009-05-05,2009-06-24,ESTIMATED,,,,2009-07-13,2009-07-22,ESTIMATED,2008-01,,2008-01-31,2009-07,2009-07-31,2008-12,ACTUAL,2008-12-31,2008-05,ACTUAL,2008-05-31,,INTERVENTIONAL,,,Study of the Experience of Patients With Osteoporosis Using the Forteo B Pen to Self Administer Once Daily Teriparatide Therapy,B3D-MC-GHDF: Community Experience of Subjects With Osteoporosis Using the Forteo B Pen to Self Administer Once Daily Teriparatide Therapy,COMPLETED,,PHASE3,200.0,ACTUAL,Eli Lilly and Company,,,,,False,,,,False,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,
NCT05850624,,2023-04-03,,,2023-04-28,2023-04-28,2023-05-09,ACTUAL,,,,,,,2023-04-28,2023-05-09,ACTUAL,2022-06-01,ACTUAL,2022-06-01,2023-04,2023-04-30,2022-11-01,ACTUAL,2022-11-01,2022-11-01,ACTUAL,2022-11-01,,INTERVENTIONAL,,,Virtual Reality Animation and Ice Massage on The Hoku Point,"Effect of Virtual Reality Animation and Ice Massage on The Hoku Point on Labor Pain, Duration of Labor, and Satisfaction",COMPLETED,,NA,94.0,ACTUAL,Kastamonu University,,3.0,,,False,,,,False,False,False,,,,,,,,,NO,I do not want to make individual participant data (IPD) available to other researchers.,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02799849,,2016-05-03,,,2019-04-19,2016-06-14,2016-06-15,ESTIMATED,,,,,,,2019-04-19,2019-04-22,ACTUAL,2013-12-20,ACTUAL,2013-12-20,2019-04,2019-04-30,2019-11,ESTIMATED,2019-11-30,2019-11,ESTIMATED,2019-11-30,,INTERVENTIONAL,Narcolepsy,,Metabolism Characteristics in the Children With Narcolepsy,Is There a Change in the Total Metabolism Over 24 Hours for Narcoleptic Children That Could Explain Their Tendency to Obesity?,UNKNOWN,RECRUITING,NA,60.0,ESTIMATED,Hospices Civils de Lyon,,2.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03810716,,2018-10-08,,,2019-01-17,2019-01-17,2019-01-22,ACTUAL,,,,,,,2019-01-17,2019-01-22,ACTUAL,2018-10-29,ACTUAL,2018-10-29,2019-01,2019-01-31,2018-12-27,ACTUAL,2018-12-27,2018-12-27,ACTUAL,2018-12-27,,INTERVENTIONAL,,,Promotion of Family Planning Methods Through an Interactive Platform Offered in Growth and Development Control Services,Promotion of Family Planning Methods Through an Interactive Platform Offered in Growth and Development Control Services,COMPLETED,,NA,176.0,ACTUAL,Universidad Peruana Cayetano Heredia,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,There is no plan description. No applicable.,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT03003104,,2016-12-20,,,2018-04-17,2016-12-21,2016-12-26,ESTIMATED,,,,,,,2018-04-17,2018-04-18,ACTUAL,2017-01,,2017-01-31,2018-04,2018-04-30,2017-08-30,ACTUAL,2017-08-30,2017-08-30,ACTUAL,2017-08-30,,INTERVENTIONAL,,,DMT210 Topical Gel in the Treatment of Acne Rosacea,"A Randomized, Double-Blind, Vehicle Controlled Study To Evaluate The Safety, Tolerability, And Efficacy Of DMT210 Gel In Adult Patients With Moderate To Severe Acne Rosacea",COMPLETED,,PHASE2,107.0,ACTUAL,Dermata Therapeutics,,2.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT01668186,,2012-08-10,,,2023-10-30,2012-08-14,2012-08-17,ESTIMATED,,,,,,,2023-10-30,2023-10-31,ACTUAL,2012-01,ACTUAL,2012-01-31,2023-10,2023-10-31,2025-01,ESTIMATED,2025-01-31,2025-01,ESTIMATED,2025-01-31,,OBSERVATIONAL,,,Longitudinal Natural History Study of Patients With Peroxisome Biogenesis Disorders (PBD),Longitudinal Natural History Study of Patients With Peroxisome Biogenesis Disorders (PBD),RECRUITING,,,244.0,ESTIMATED,McGill University Health Centre/Research Institute of the McGill University Health Centre,,,1.0,,False,,,,False,,,,,,SAMPLES_WITH_DNA,"blood, dried blood spots, urine, and specimens obtained for other e.g. cultured fibroblasts, liver biopsies",,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT00569439,,2007-12-06,,,2007-12-06,2007-12-06,2007-12-07,ESTIMATED,,,,,,,2007-12-06,2007-12-07,ESTIMATED,2000-11,,2000-11-30,2006-06,2006-06-30,2007-06,ACTUAL,2007-06-30,,,,,INTERVENTIONAL,,,A Study on the Effects of Dextrose Solutions on the Course of Labor,A Randomized Controlled Trial Comparing Normal Saline With and Without Dextrose on the Course of Labor in Nulliparas,COMPLETED,,PHASE2,301.0,ACTUAL,MemorialCare,,3.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04084249,,2019-09-04,,,2024-07-04,2019-09-06,2019-09-10,ACTUAL,,,,,,,2024-07-04,2024-07-09,ACTUAL,2020-01-01,ACTUAL,2020-01-01,2024-07,2024-07-31,2028-06-30,ESTIMATED,2028-06-30,2028-06-30,ESTIMATED,2028-06-30,,INTERVENTIONAL,,,"ctDNA-guided Surveillance for Stage III CRC, a Randomized Intervention Trial",Implementing Non-invasive Circulating Tumor DNA Analysis to Optimize the Operative and Postoperative Treatment for Patients With Colorectal Cancer - Intervention Trial 2,ACTIVE_NOT_RECRUITING,,NA,359.0,ACTUAL,University of Aarhus,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,
NCT02160301,,2014-06-06,,,2017-05-17,2014-06-09,2014-06-10,ESTIMATED,,,,,,,2017-05-17,2017-05-19,ACTUAL,2017-11,ESTIMATED,2017-11-30,2017-05,2017-05-31,2019-12,ESTIMATED,2019-12-31,2019-12,ESTIMATED,2019-12-31,,INTERVENTIONAL,,,"Effect of a Multimodal Pain Regimen on Pain Control, Patient Satisfaction and Narcotic Use in Orthopaedic Trauma Patients","Effect of a Multimodal Pain Regimen on Pain Control, Patient Satisfaction and Narcotic Use in Orthopaedic Trauma Patients",WITHDRAWN,,PHASE4,0.0,ACTUAL,"University of North Carolina, Chapel Hill",,2.0,,Insufficient infrastructure/funding for enrollment,False,,,,False,True,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04514081,,2020-08-13,,,2020-08-17,2020-08-13,2020-08-14,ACTUAL,,,,,,,2020-08-17,2020-08-18,ACTUAL,2020-08-01,ACTUAL,2020-08-01,2020-08,2020-08-31,2025-08-01,ESTIMATED,2025-08-01,2022-08-01,ESTIMATED,2022-08-01,,INTERVENTIONAL,,,The Clinical Trial of Chidamide+Decitabine+Camrelizumab Versus Decitabine+Camrelizumab in Anti-PD-1 Antibody Resistant Patients With Classical Hodgkin Lymphoma.,"A Randomized, Open-label, Phase 2 Trial of Chidamide+Decitabine+Camrelizumab Versus Decitabine+Camrelizumab in Anti-PD-1 Antibody Resistant Patients With Classical Hodgkin Lymphoma.",RECRUITING,,PHASE2,200.0,ESTIMATED,Chinese PLA General Hospital,,2.0,,,False,,,,,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01288716,,2011-01-31,,,2013-07-30,2011-02-01,2011-02-02,ESTIMATED,,,,,,,2013-07-30,2013-07-31,ESTIMATED,2011-05,,2011-05-31,2013-07,2013-07-31,2012-09,ACTUAL,2012-09-30,2012-08,ACTUAL,2012-08-31,,INTERVENTIONAL,,,Study of Arbaclofen for the Treatment of Social Withdrawal in Subjects With Autism Spectrum Disorders,"A Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy, Safety, and Tolerability of STX209 (Arbaclofen) Administered for the Treatment of Social Withdrawal in Subjects With Autism Spectrum Disorders",COMPLETED,,PHASE2,150.0,ACTUAL,"Seaside Therapeutics, Inc.",,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,
NCT00366743,,2006-08-17,,,2006-08-17,2006-08-17,2006-08-21,ESTIMATED,,,,,,,2006-08-17,2006-08-21,ESTIMATED,2003-05,,2003-05-31,2005-06,2005-06-30,2005-06,,2005-06-30,,,,,INTERVENTIONAL,,,Evaluation of Visual Outcomes After Myopic LASIK,"Analysis of Visual Outcomes, Contrast Sensitivity, Glare, Induction of High Order Aberrations and Wavefront Technology, Following LASIK Surgery",COMPLETED,,NA,120.0,,Medical University of South Carolina,,,,,False,,,,,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT05836714,,2023-04-19,,,2023-04-28,2023-04-28,2023-05-01,ACTUAL,,,,,,,2023-04-28,2023-05-01,ACTUAL,2023-05-01,ESTIMATED,2023-05-01,2023-04,2023-04-30,2024-05-31,ESTIMATED,2024-05-31,2023-06-01,ESTIMATED,2023-06-01,,OBSERVATIONAL,,,Delirium Detection During Routine Patient Care,Validation of a Viable Delirium Detection Test Performed by Nurses and Physicians During Routine Patient Care,UNKNOWN,RECRUITING,,365.0,ESTIMATED,Bnai Zion Medical Center,,,,,False,,,,,False,False,,,,,,,,,UNDECIDED,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER_GOV,,,,,,False
NCT02684032,,2016-02-10,,,2022-07-25,2016-02-11,2016-02-17,ESTIMATED,,,,,,,2022-07-25,2022-07-27,ACTUAL,2016-06-14,ACTUAL,2016-06-14,2022-07,2022-07-31,2022-01-19,ACTUAL,2022-01-19,2022-01-19,ACTUAL,2022-01-19,,INTERVENTIONAL,,,A Study To Assess The Tolerability And Clinical Activity Of Gedatolisib In Combination With Palbociclib/Letrozole Or Palbociclib/Fulvestrant In Women With Metastatic Breast Cancer,"PHASE 1B STUDY TO ASSESS THE SAFETY, TOLERABILITY, AND CLINICAL ACTIVITY OF GEDATOLISIB IN COMBINATION WITH PALBOCICLIB AND EITHER LETROZOLE OR FULVESTRANT IN WOMEN WITH METASTATIC OR LOCALLY ADVANCED/RECURRENT BREAST CANCER (MBC)",COMPLETED,,PHASE1,141.0,ACTUAL,Celcuity Inc,,6.0,,,False,,,,False,,,,,,,,,,,NO,"Celcuity will provide access to individual de-identified participant data and related study documents (e.g. protocol, Statistical Analysis Plan (SAP), Clinical Study Report (CSR)) upon request from qualified researchers, and subject to certain criteria, conditions, and exceptions.",2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT01824849,,2013-03-28,,,2013-04-04,2013-04-04,2013-04-05,ESTIMATED,,,,,,,2013-04-04,2013-04-05,ESTIMATED,2011-01,,2011-01-31,2013-04,2013-04-30,2012-09,ACTUAL,2012-09-30,2012-09,ACTUAL,2012-09-30,,INTERVENTIONAL,,,Total Versus Partial Arytenoidectomy in Bilateral Vocal Fold Paralysis,The Comparison of Voice and Swallowing Parameters After Endoscopic Total and Partial Arytenoidectomy Using Medially Based Mucosal Advancement Flap Technique for Bilateral Abductor Vocal Fold Paralysis: A Randomized Trial,COMPLETED,,NA,20.0,ACTUAL,Hacettepe University,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03096470,,2017-03-10,,,2017-03-29,2017-03-29,2017-03-30,ACTUAL,,,,,,,2017-03-29,2017-03-30,ACTUAL,2017-03-01,ACTUAL,2017-03-01,2017-03,2017-03-31,2017-03-01,ACTUAL,2017-03-01,2017-03-01,ACTUAL,2017-03-01,,OBSERVATIONAL,,,Closed Reduction With Anesthesia and no Anesthesia for Developmental Dislocation of the Hip < 6 Months,Clinical Analysis of Two Methods for Closed Reduction of Developmental Dislocation of the Hip by Prolonged Traction < 6 Months----An Multicenter Prospective Observational Study,COMPLETED,,,30.0,ACTUAL,The Fuzhou No 2 Hospital,,,2.0,,False,,,,True,False,False,,,,,,,,,YES,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT03590210,,2018-06-21,,,2022-11-07,2018-07-05,2018-07-18,ACTUAL,,,,,,,2022-11-07,2022-11-08,ACTUAL,2018-06-08,ACTUAL,2018-06-08,2022-11,2022-11-30,2022-02-12,ACTUAL,2022-02-12,2022-02-12,ACTUAL,2022-02-12,,INTERVENTIONAL,NiTraSarc,,Combined Treatment With Nivolumab and Trabectedin in Patients With Metastatic or Inoperable Soft Tissue Sarcomas,NiTraSarc Combined Treatment With Nivolumab and Trabectedin in Patients With Metastatic or Inoperable Soft Tissue Sarcomas - The NiTraSarc Phase II Trial,COMPLETED,,PHASE2,92.0,ACTUAL,University Medicine Greifswald,,2.0,,,False,,,,True,False,False,,,False,,,,,,NO,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT00774059,,2008-10-15,,,2017-10-11,2008-10-15,2008-10-16,ESTIMATED,,,,,,,2017-10-11,2017-10-12,ACTUAL,,,,2017-10,2017-10-31,,,,,,,,INTERVENTIONAL,,,Evaluation of Safety and Performance of the Orbix Breast Lift System,Phase 1 Study to Evaluate the Safety and Performance of the Orbix Breast Lift System,WITHDRAWN,,NA,0.0,ACTUAL,Maastricht University Medical Center,,,,No EC approval obtained,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05865366,,2023-04-22,,,2023-05-09,2023-05-09,2023-05-18,ACTUAL,,,,,,,2023-05-09,2023-05-18,ACTUAL,2023-06-01,ESTIMATED,2023-06-01,2023-05,2023-05-31,2024-06-25,ESTIMATED,2024-06-25,2024-06-25,ESTIMATED,2024-06-25,,OBSERVATIONAL,,,Pain Trajectories and Predictors After Noncardiac Surgery in Elderly Patients,Pain Trajectories and Predictors After Noncardiac Surgery in Elderly Patients: a Prospective and Observational Cohort Study,UNKNOWN,NOT_YET_RECRUITING,,300.0,ESTIMATED,Tongji Hospital,,,,,False,,,,True,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT01615523,,2012-06-06,,,2012-06-07,2012-06-07,2012-06-08,ESTIMATED,,,,,,,2012-06-07,2012-06-08,ESTIMATED,2012-09,,2012-09-30,2012-06,2012-06-30,2015-12,ESTIMATED,2015-12-31,2015-12,ESTIMATED,2015-12-31,,OBSERVATIONAL,,,Executive Function in Preterm Born Children: An Integrative Approach From Genetics to Brain Function,,UNKNOWN,NOT_YET_RECRUITING,,60.0,ESTIMATED,University of Zurich,,,2.0,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:43:16.830508,2025-06-25 12:43:16.830508,OTHER,,,,,,
NCT01436955,,2011-08-18,,,2015-03-02,2011-09-16,2011-09-20,ESTIMATED,,,,,,,2015-03-02,2015-03-03,ESTIMATED,2011-11,,2011-11-30,2015-03,2015-03-31,2013-09,ACTUAL,2013-09-30,2013-09,ACTUAL,2013-09-30,,INTERVENTIONAL,,,A Study of RG1662 in Individuals With Down Syndrome,"A Multi-center, Randomized, Double-blind, Placebo-controlled, Multiple Dose Study to Investigate Safety and Tolerability of RG1662 in Individuals With Down Syndrome",COMPLETED,,PHASE1,35.0,ACTUAL,Hoffmann-La Roche,,2.0,,,False,,,,,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,
NCT00897910,,2009-05-09,2013-10-22,,2015-12-09,2009-05-09,2009-05-12,ESTIMATED,2013-10-22,2013-12-12,ESTIMATED,,,,2015-12-09,2016-01-11,ESTIMATED,2008-04,,2008-04-30,2015-12,2015-12-31,2012-09,ACTUAL,2012-09-30,2009-11,ACTUAL,2009-11-30,,OBSERVATIONAL,,,Studying T Cells in Blood and Bone Marrow Samples From Patients With Multiple Myeloma,Strategies to Isolate and Expand Myeloma Specific T-cells Using Autologous B Cells as Antigen Presenting Cell B-APC,TERMINATED,,,6.0,ACTUAL,Barbara Ann Karmanos Cancer Institute,Tis study was closed due to technical laboratory difficulty in performing the experiments proposed.,,,Funding unavailable,False,,,,True,,,,,,SAMPLES_WITHOUT_DNA,"Data from flow cytometry, and Cytokine release assays for B cells and T cells from peripheral blood mononuclear cells (PBMCs) will be obtained.",,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
